fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_train_-1,y_train_0,y_train_1,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
0,14,0.1,0.5065789473684211,0.4660493827160494,0.45481682496607867,0.6666666666666666,0.4660493827160494,446,607,447,0,36,27,4,19,40
1,14,0.1,0.6052631578947368,0.5591397849462365,0.5687476774433297,0.8253968253968254,0.5591397849462365,446,618,457,1,31,31,4,21,38
2,14,0.1,0.6593915343915344,0.7620772946859903,0.6820728291316526,0.746031746031746,0.7620772946859903,446,627,469,4,36,23,8,27,28
3,14,0.1,0.740079365079365,0.7775271512113617,0.7512345679012347,0.746031746031746,0.7775271512113617,446,643,474,14,30,19,18,24,21
4,14,0.1,0.7153482082488168,0.7524743230625583,0.7292733401604369,0.7301587301587301,0.7524743230625583,447,649,488,14,34,15,17,29,17
5,14,0.1,0.6661616161616162,0.709700176366843,0.6762145619147103,0.6666666666666666,0.709700176366843,450,663,492,15,27,21,21,20,22
6,14,0.1,0.8413793103448276,0.7858974358974359,0.808906266970783,0.7777777777777778,0.7858974358974359,460,673,493,5,32,26,4,30,29
7,14,0.1,0.7502474134053081,0.8260658914728682,0.7822428700477481,0.7777777777777778,0.8260658914728682,461,683,503,4,43,16,5,39,19
8,14,0.1,0.6409927257167308,0.6188197767145135,0.6295149638802889,0.9206349206349206,0.6188197767145135,465,690,513,0,44,19,3,41,19
9,14,0.1,0.625,0.6462585034013606,0.6339181286549708,0.9523809523809523,0.6462585034013606,465,705,519,0,49,14,1,46,16
10,14,0.1,0.625,0.6530612244897959,0.6375000000000001,0.9682539682539683,0.6530612244897959,465,726,519,0,49,14,0,47,16
11,14,0.1,0.7222222222222222,0.9738562091503268,0.7719018041999409,0.9365079365079365,0.9738562091503268,465,734,532,11,51,1,12,47,4
12,14,0.1,0.6190476190476191,0.6444444444444445,0.6295313881520778,0.9523809523809523,0.6444444444444445,465,754,533,18,45,0,21,42,0
13,14,0.1,0.8308195072900956,0.9362962962962963,0.8720821661998133,0.9047619047619048,0.9362962962962963,465,775,533,25,36,2,26,34,3
14,14,0.1,0.8264991181657848,0.9206349206349206,0.8583317267527794,0.8888888888888888,0.9206349206349206,476,785,533,28,30,5,28,27,8
15,14,0.1,0.7925038402457757,0.8804713804713805,0.8258882890511979,0.8253968253968254,0.8804713804713805,483,799,533,22,36,5,25,31,7
16,14,0.1,0.742396531870216,0.8031746031746031,0.7665578402734025,0.8253968253968254,0.8031746031746031,490,811,535,15,42,6,19,37,7
17,14,0.1,0.7212121212121212,0.8432748538011695,0.6765873015873015,0.9047619047619048,0.8432748538011695,504,815,538,1,57,5,5,55,3
18,14,0.1,0.6610169491525424,0.6,0.6267806267806267,0.9841269841269841,0.6,505,835,538,0,58,5,0,59,4
19,14,0.1,0.7681623931623932,0.7851473922902494,0.776151202749141,0.9206349206349206,0.7851473922902494,505,853,541,12,49,2,13,48,2
20,14,0.1,0.6144654088050315,0.5767973856209151,0.5932400932400933,0.9365079365079365,0.5767973856209151,505,872,543,12,51,0,10,53,0
21,14,0.1,0.9462585034013605,0.9095744680851063,0.9255050505050505,0.9365079365079365,0.9095744680851063,505,893,543,12,47,4,10,49,4
22,14,0.1,0.6388888888888888,0.6602564102564102,0.6489376670887858,0.9841269841269841,0.6602564102564102,517,902,543,0,52,11,0,51,12
23,14,0.1,0.6388888888888888,0.6602564102564102,0.6489376670887858,0.9841269841269841,0.6602564102564102,517,923,543,0,52,11,0,51,12
24,14,0.1,0.785377358490566,0.9459876543209876,0.8378764278296988,0.9523809523809523,0.9459876543209876,517,940,547,1,54,8,2,53,8
25,14,0.1,0.5538277511961723,0.6258503401360543,0.5790770609318997,0.8888888888888888,0.6258503401360543,517,954,554,13,49,1,19,44,0
26,14,0.1,0.5344961240310078,0.5942460317460317,0.555268261150614,0.8571428571428571,0.5942460317460317,517,975,554,14,48,1,20,43,0
27,14,0.1,0.5802469135802469,0.6124031007751939,0.5874854116168416,0.8888888888888888,0.6124031007751939,518,994,555,20,43,0,27,36,0
28,14,0.1,0.7601307189542483,0.944095038434661,0.8234367971210076,0.9365079365079365,0.944095038434661,530,1003,555,9,53,1,10,51,2
29,14,0.1,0.7979797979797979,0.9503546099290779,0.8538818310143174,0.8888888888888888,0.9503546099290779,531,1023,555,8,47,8,12,40,11
30,14,0.1,0.8038277511961723,0.9285714285714285,0.8448684210526315,0.8571428571428571,0.9285714285714285,538,1037,555,13,42,8,19,33,11
31,14,0.1,0.900925925925926,0.9198717948717948,0.9088600864074442,0.9365079365079365,0.9198717948717948,539,1056,556,29,26,8,30,24,9
32,14,0.1,0.8413793103448276,0.8533670033670034,0.8386123680241327,0.8571428571428571,0.8533670033670034,539,1070,563,36,22,5,29,29,5
33,14,0.1,0.8321678321678322,0.8101851851851852,0.8097560975609758,0.8095238095238095,0.8101851851851852,551,1079,563,24,27,12,17,33,13
34,14,0.1,0.5421511627906977,0.5873015873015873,0.5633986928104575,0.7619047619047619,0.5873015873015873,568,1082,564,7,42,14,4,43,16
35,14,0.1,0.7590855395733445,0.8277432712215321,0.7718894938495664,0.8253968253968254,0.8277432712215321,575,1092,568,7,46,10,13,41,9
36,14,0.1,0.5638400814871404,0.7871148459383753,0.5925142901887088,0.6825396825396826,0.7871148459383753,575,1106,575,7,51,5,11,35,17
37,14,0.1,0.6964769647696477,0.6688815060908083,0.5608465608465608,0.6507936507936508,0.6688815060908083,575,1124,578,14,43,6,4,41,18
38,14,0.1,0.711427355105516,0.6744810744810744,0.6513888888888889,0.6666666666666666,0.6744810744810744,582,1138,578,13,35,15,7,29,27
39,14,0.1,0.8419928025191182,0.7719586759434957,0.7962426194310251,0.8095238095238095,0.7719586759434957,582,1157,580,17,31,15,13,38,12
40,14,0.1,0.7590643274853801,0.706989247311828,0.719926637177689,0.746031746031746,0.706989247311828,589,1167,584,16,31,16,10,38,15
41,14,0.1,0.7918679549114332,0.7675270465968139,0.770922710248553,0.8253968253968254,0.7675270465968139,595,1173,593,13,43,7,9,46,8
42,14,0.1,0.8282690854119426,0.7406025824964132,0.7606837606837606,0.8095238095238095,0.7406025824964132,599,1188,595,17,41,5,9,49,5
43,14,0.1,0.5714285714285714,0.5788923719958202,0.5748194014447884,0.8571428571428571,0.5788923719958202,605,1198,600,29,33,1,28,35,0
44,14,0.1,0.611111111111111,0.6225071225071225,0.616701607267645,0.9206349206349206,0.6225071225071225,608,1216,600,26,36,1,27,36,0
45,14,0.1,0.8991228070175438,0.9348370927318296,0.9153153153153154,0.9523809523809523,0.9348370927318296,616,1229,600,18,38,7,19,36,8
46,14,0.1,0.690702947845805,0.8131176999101527,0.6895424836601306,0.8412698412698413,0.8131176999101527,634,1231,601,3,53,7,9,49,5
47,14,0.1,0.7546296296296297,0.6828391734052112,0.5642169357122628,0.8253968253968254,0.6828391734052112,634,1252,601,3,53,7,8,54,1
48,14,0.1,0.7791666666666668,0.8227891156462585,0.798167239404353,0.8888888888888888,0.8227891156462585,634,1267,607,4,49,10,5,48,10
49,14,0.1,0.5791666666666667,0.5982142857142857,0.5883620689655172,0.9047619047619048,0.5982142857142857,637,1284,608,1,48,14,0,48,15
50,14,0.1,0.5729984301412873,0.5523672883787661,0.5555555555555556,0.8095238095238095,0.5523672883787661,637,1305,608,5,41,17,1,49,13
51,14,0.1,0.7623376623376622,0.6655982905982906,0.700442796828339,0.7619047619047619,0.6655982905982906,638,1316,617,16,39,8,14,44,5
52,14,0.1,0.649074074074074,0.5997474747474747,0.6188202247191011,0.7619047619047619,0.5997474747474747,638,1332,622,16,44,3,16,45,2
53,14,0.1,0.5296296296296297,0.5931372549019608,0.5499999999999999,0.873015873015873,0.5931372549019608,642,1346,625,12,51,0,18,45,0
54,14,0.1,0.5,0.6557377049180327,0.5499999999999999,0.9682539682539683,0.6557377049180327,654,1355,625,2,61,0,4,59,0
55,14,0.1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,654,1376,625,2,61,0,2,61,0
56,14,0.1,0.6612903225806451,0.5,0.5528455284552846,0.9841269841269841,0.5,654,1397,625,2,61,0,1,62,0
57,14,0.1,0.328042328042328,0.3333333333333333,0.33066666666666666,0.9841269841269841,0.3333333333333333,656,1416,625,0,62,1,0,63,0
58,14,0.1,0.6505376344086021,0.4444444444444444,0.4917355371900826,0.9523809523809523,0.4444444444444444,656,1437,625,3,59,1,1,62,0
59,14,0.1,0.9506172839506174,0.6565656565656566,0.7325925925925926,0.873015873015873,0.6565656565656566,656,1458,625,6,46,11,2,54,7
60,14,0.1,0.9150326797385621,0.5818713450292398,0.6243267344390939,0.7936507936507936,0.5818713450292398,656,1478,626,6,38,19,1,51,11
61,14,0.1,0.9268292682926829,0.7936507936507936,0.8366818873668188,0.8571428571428571,0.7936507936507936,659,1496,626,3,32,28,2,41,20
