fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_train_-1,y_train_0,y_train_1,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
0,10,0.06,0.7704517704517704,0.7422161172161172,0.7398409390197115,0.746031746031746,0.7422161172161172,523,397,580,16,21,26,15,13,35
1,10,0.06,0.7405437352245864,0.7648809523809524,0.7055455093429778,0.6825396825396826,0.7648809523809524,538,399,584,3,28,32,4,12,47
2,10,0.06,0.6671201814058957,0.6610275689223056,0.6314176245210729,0.7142857142857143,0.6610275689223056,538,409,595,4,21,38,5,9,49
3,10,0.06,0.5796296296296296,0.5244047619047619,0.5352564102564102,0.6349206349206349,0.5244047619047619,539,418,606,12,16,35,8,10,45
4,10,0.06,0.6563492063492063,0.6457231040564374,0.6421455938697318,0.7301587301587301,0.6457231040564374,541,427,616,27,8,28,21,12,30
5,10,0.06,0.5936571598336303,0.6026500638569604,0.5935391652372785,0.6190476190476191,0.6026500638569604,542,430,633,29,16,18,24,17,22
6,10,0.06,0.7026090129538405,0.6932367149758454,0.6726715887339348,0.746031746031746,0.6932367149758454,551,434,641,24,16,23,29,7,27
7,10,0.06,0.517361111111111,0.6272045855379188,0.5065651858755307,0.5555555555555556,0.6272045855379188,568,435,644,8,27,28,21,10,32
8,10,0.06,0.7037037037037037,0.8020833333333334,0.7329021706809397,0.7301587301587301,0.8020833333333334,571,446,651,7,32,24,12,27,24
9,10,0.06,0.6638888888888889,0.7246031746031746,0.6568262087443674,0.6825396825396826,0.7246031746031746,575,450,664,7,36,20,16,32,15
10,10,0.06,0.5634920634920634,0.7160062160062161,0.5849673202614379,0.6190476190476191,0.7160062160062161,576,462,672,6,44,13,14,28,21
11,10,0.06,0.5060869565217391,0.6674603174603174,0.503461356092935,0.5555555555555556,0.6674603174603174,578,478,675,4,45,14,15,25,23
12,10,0.06,0.5827526132404182,0.7029478458049887,0.6191438191438191,0.7619047619047619,0.7029478458049887,582,486,684,8,49,6,14,41,8
13,10,0.06,0.7153972153972155,0.7208672086720868,0.7046333783175888,0.8253968253968254,0.7208672086720868,582,506,685,16,41,6,22,37,4
14,10,0.06,0.737037037037037,0.689367816091954,0.7010634762379527,0.7619047619047619,0.689367816091954,582,523,689,24,29,10,27,30,6
15,10,0.06,0.6814613526570047,0.6818250377073906,0.6737037037037038,0.6825396825396826,0.6818250377073906,590,535,690,26,20,17,24,16,23
16,10,0.06,0.6564393939393939,0.654891304347826,0.6554705215419502,0.6507936507936508,0.654891304347826,598,547,691,23,24,16,22,25,16
17,10,0.06,0.6005593694380879,0.6426807760141093,0.6125925925925926,0.6031746031746031,0.6426807760141093,606,552,699,21,27,15,19,23,21
18,10,0.06,0.4453567937438905,0.5152654363180679,0.46572348746261794,0.5396825396825397,0.5152654363180679,616,555,707,11,38,14,10,31,22
19,10,0.06,0.7022144522144522,0.6595238095238095,0.6506157465061574,0.6984126984126984,0.6595238095238095,621,571,707,7,40,16,4,33,26
20,10,0.06,0.5928104575163399,0.7228956228956229,0.6188496188496188,0.6507936507936508,0.7228956228956229,627,579,714,10,44,9,16,30,17
