fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,fold_11,fold_12,fold_13,fold_14,fold_15,fold_16,fold_17,fold_18,fold_19,fold_20,fold_21,fold_22,fold_23,fold_24,fold_25,fold_26,fold_27,fold_28,fold_29,fold_30,fold_31,fold_32,fold_33,fold_34,fold_35,fold_36,fold_37,fold_38,fold_39,fold_40
0.9962368123379405,0.9991,1.0,0.9972291822193365,0.997415625590897,1.0,0.8445336425796593,0.9668112903715482,1.017760517863505,0.9991,0.9946914604494428,0.9159092767485022,0.879762156716698,1.1546808628905578,1.051960840578977,0.8829411944443473,0.9766537921446132,0.9683190502910732,1.0191146213592022,0.9714436907324444,1.1217164610366854,1.0978940774466013,0.9730984005679749,0.9934223810437206,0.8479652087009869,1.028652979421768,0.9799265554226939,1.0355919490175465,1.0289720408128205,0.9991,0.981092875332276,1.0651783831255055,0.8750286891081829,0.9931652013930823,1.0,1.0,0.9940624334579274,1.0,0.9928148836468275,1.0,1.029405768182431
0.9962368123379405,0.9991,1.0,0.9972291822193365,0.997415625590897,1.0,0.8445336425796593,0.9668112903715482,1.017760517863505,0.9991,0.9946914604494428,0.9159092767485022,0.879762156716698,1.1546808628905578,1.051960840578977,0.8829411944443473,0.9766537921446132,0.9683190502910732,1.0191146213592022,0.9714436907324444,1.1217164610366854,1.0978940774466013,0.9730984005679749,0.9934223810437206,0.8479652087009869,1.028652979421768,0.9799265554226939,1.0346599162634307,1.0289720408128205,0.9991,0.981092875332276,1.0651783831255055,0.8750286891081829,0.9931652013930823,1.0,1.0,0.9940624334579274,1.0,0.9928148836468275,1.0,1.029405768182431
0.9962368123379405,0.9991,1.0,1.0527884672369863,0.997415625590897,1.0,0.8445336425796593,0.9668112903715482,1.017760517863505,0.9991,0.9946914604494428,0.9159092767485022,0.7860388076795708,1.1546808628905578,1.051960840578977,0.8821465473693474,0.9766537921446132,0.9683190502910732,1.0191146213592022,0.9714436907324444,1.1217164610366854,1.0978940774466013,0.9730984005679749,0.9934223810437206,0.8479652087009869,1.028652979421768,0.9799265554226939,1.0346599162634307,1.0289720408128205,0.9991,0.981092875332276,1.0651783831255055,0.8750286891081829,0.9931652013930823,1.0,1.0,0.9940624334579274,1.0,0.9928148836468275,1.0,1.029405768182431
0.9962368123379405,0.9991,0.9991,1.0527884672369863,0.997415625590897,1.0,0.8445336425796593,0.9668112903715482,1.017760517863505,0.9991,0.9946914604494428,0.9159092767485022,0.7860388076795708,1.1161052373451443,1.051960840578977,0.8821465473693474,0.9766537921446132,0.9683190502910732,1.0191146213592022,0.9714436907324444,1.1391832668792212,1.0978940774466013,0.9644488244835406,0.9934223810437206,0.8479652087009869,1.063535382457924,0.9799265554226939,1.0346599162634307,1.0289720408128205,1.0602689216271952,1.015325600561229,1.0651783831255055,0.8742411632879855,0.9931652013930823,1.0,0.9991,0.9940624334579274,1.0,0.9928148836468275,1.0,1.029405768182431
0.9962368123379405,0.9991,0.9991,1.0527884672369863,0.997415625590897,1.0,0.8445336425796593,0.9668112903715482,1.017760517863505,0.9991,0.9946914604494428,0.9159092767485022,0.7860388076795708,1.1161052373451443,1.051960840578977,0.8821465473693474,0.9766537921446132,0.9683190502910732,1.0191146213592022,0.9714436907324444,1.1391832668792212,1.0978940774466013,0.9644488244835406,0.9934223810437206,0.9202948435913295,1.063535382457924,1.0201091415605528,1.0346599162634307,1.0289720408128205,1.0602689216271952,1.015325600561229,1.0651783831255055,0.8742411632879855,0.9931652013930823,1.0,0.9991,0.9940624334579274,1.0,0.9928148836468275,1.0,1.029405768182431
0.9962368123379405,0.9991,0.9991,1.0527884672369863,0.997415625590897,0.9991,0.8445336425796593,0.9668112903715482,1.017760517863505,0.9991,0.9946914604494428,0.9159092767485022,0.7853313727526592,1.1161052373451443,1.051960840578977,0.8821465473693474,0.9766537921446132,0.9683190502910732,1.0191146213592022,0.9739490539280828,1.1391832668792212,1.0978940774466013,0.9644488244835406,0.9934223810437206,0.9202948435913295,1.063535382457924,1.0201091415605528,1.0346599162634307,1.0289720408128205,1.0602689216271952,1.015325600561229,1.0651783831255055,0.8742411632879855,0.9931652013930823,1.0,0.9991,0.9940624334579274,1.0,0.9928148836468275,0.9991,1.029405768182431
0.9962368123379405,0.9991,0.9991,1.0527884672369863,0.997415625590897,0.9991,0.8445336425796593,0.9668112903715482,1.017760517863505,0.9991,0.9946914604494428,0.9219313976734248,0.7853313727526592,1.1161052373451443,1.051960840578977,0.8821465473693474,0.9766537921446132,0.9683190502910732,1.0191146213592022,0.9739490539280828,1.1381580019390298,1.0978940774466013,0.9644488244835406,0.9934223810437206,0.9202948435913295,1.063535382457924,1.0201091415605528,1.0346599162634307,1.0289720408128205,1.0593146795977306,1.015325600561229,1.0651783831255055,0.8742411632879855,0.9931652013930823,1.0,0.9991,0.9940624334579274,1.0,0.9928148836468275,0.9991,1.029405768182431
0.9962368123379405,0.9991,0.9991,1.0527884672369863,0.997415625590897,0.9991,0.8445336425796593,0.9668112903715482,1.017760517863505,0.9991,0.9946914604494428,0.9211016594155187,0.7853313727526592,1.1161052373451443,1.0029043587931477,0.8821465473693474,0.9766537921446132,0.9683190502910732,1.0191146213592022,0.9739490539280828,1.1381580019390298,1.0978940774466013,0.9635808205415054,0.9934223810437206,0.9202948435913295,1.063535382457924,1.0201091415605528,1.0346599162634307,1.0289720408128205,1.0593146795977306,1.015325600561229,1.0651783831255055,0.8742411632879855,0.9931652013930823,1.0,0.9991,0.9940624334579274,0.9991,0.9928148836468275,0.9991,1.029405768182431
0.9962368123379405,1.0135397818719918,0.9991,1.0527884672369863,0.997415625590897,0.9991,0.8445336425796593,0.9668112903715482,1.017760517863505,1.0619335287544112,0.9946914604494428,0.9211016594155187,0.7853313727526592,1.1161052373451443,1.0029043587931477,0.8821465473693474,0.9766537921446132,0.9709653213814523,1.0042781312497828,0.9739490539280828,1.1381580019390298,1.1696694432825732,0.9635808205415054,0.9934223810437206,0.9202948435913295,1.063535382457924,1.0191910433331484,1.0346599162634307,1.0289720408128205,1.0593146795977306,1.015325600561229,1.0642197225806926,0.8742411632879855,0.9931652013930823,1.0,0.9991,0.9940624334579274,0.9991,0.9928148836468275,0.9991,1.029405768182431
0.9962368123379405,1.0135397818719918,0.9991,1.051840957616473,0.997415625590897,0.9991,0.8437735623013376,0.9668112903715482,1.017760517863505,1.0619335287544112,0.9946914604494428,0.9211016594155187,0.7853313727526592,1.1161052373451443,1.0029043587931477,0.8821465473693474,0.9766537921446132,0.9709653213814523,1.0042781312497828,0.9739490539280828,1.1381580019390298,1.1696694432825732,0.9635808205415054,0.9925283009007813,0.9202948435913295,1.063535382457924,1.0191910433331484,1.0332269313675968,1.0289720408128205,1.0593146795977306,1.015325600561229,1.0642197225806926,0.8742411632879855,0.9931652013930823,1.0,0.9991,0.9940624334579274,0.9991,0.9928148836468275,0.9991,1.029405768182431
0.9962368123379405,1.0135397818719918,0.9991,1.051840957616473,0.997415625590897,0.9991,0.8437735623013376,0.9668112903715482,1.017760517863505,1.0619335287544112,0.9946914604494428,0.9211016594155187,0.7853313727526592,1.1161052373451443,1.0029043587931477,0.8448334222276276,0.9766537921446132,0.970091452592209,1.0042781312497828,0.9739490539280828,1.1381580019390298,1.1696694432825732,0.9635808205415054,0.9925283009007813,0.9202948435913295,1.063535382457924,1.0191910433331484,1.0332269313675968,1.0289720408128205,1.0593146795977306,1.015325600561229,1.0642197225806926,0.8742411632879855,0.9922713527118285,1.0,0.9991,0.9940624334579274,0.9991,0.9928148836468275,0.9991,1.029405768182431
0.9962368123379405,1.0135397818719918,0.9981274969666065,1.051840957616473,0.997415625590897,0.9991,0.8437735623013376,0.9668112903715482,1.0168445333974279,1.0619335287544112,0.9946914604494428,0.9211016594155187,0.7853313727526592,1.1035374093707173,1.0029043587931477,0.8440730721476227,0.9766537921446132,0.970091452592209,1.0042781312497828,0.9739490539280828,1.1381580019390298,1.1696694432825732,0.9635808205415054,0.9925283009007813,0.9202948435913295,1.022801293702441,1.0191910433331484,1.0332269313675968,1.0289720408128205,1.0593146795977306,1.015325600561229,1.0642197225806926,0.8690480442428532,0.9922713527118285,1.0,0.9940624334579274,0.9940624334579274,0.9991,0.9928148836468275,0.9991,1.029405768182431
0.9962368123379405,1.0135397818719918,0.9981274969666065,1.051840957616473,0.997415625590897,0.9991,0.8437735623013376,0.9668112903715482,1.0168445333974279,1.0619335287544112,0.9937962381350383,0.9211016594155187,0.7853313727526592,1.1035374093707173,1.0029043587931477,0.8440730721476227,0.9766537921446132,0.970091452592209,1.0042781312497828,0.9739490539280828,1.1381580019390298,1.1696694432825732,0.9635808205415054,0.9925283009007813,0.9311397860265769,1.022801293702441,1.0191910433331484,1.0322970271293659,1.0289720408128205,1.0593146795977306,1.015325600561229,1.0642197225806926,0.8690480442428532,0.9922713527118285,1.0,0.9940624334579274,0.9940624334579274,0.9991,0.9928148836468275,0.9991,1.029405768182431
0.9962368123379405,1.0135397818719918,0.9981274969666065,1.051840957616473,0.997415625590897,0.846683040983273,0.8437735623013376,0.9668112903715482,1.0168445333974279,1.0619335287544112,0.9937962381350383,0.9211016594155187,0.7706381941726016,1.1035374093707173,1.0029043587931477,0.8440730721476227,0.9766537921446132,0.970091452592209,1.0042781312497828,0.9682895076388526,1.1381580019390298,1.1696694432825732,0.9635808205415054,0.9925283009007813,0.9311397860265769,1.022801293702441,1.0191910433331484,1.0322970271293659,1.0289720408128205,1.0593146795977306,1.0144118075207238,1.0642197225806926,0.8690480442428532,0.9922713527118285,1.0,0.9940624334579274,0.9940624334579274,0.9991,0.9928148836468275,1.065753040928922,1.029405768182431
0.9962368123379405,1.0135397818719918,0.9981274969666065,1.051840957616473,0.997415625590897,0.846683040983273,0.8437735623013376,0.9668112903715482,1.0168445333974279,1.0619335287544112,0.9937962381350383,0.9211016594155187,0.7706381941726016,1.1035374093707173,1.0029043587931477,0.8440730721476227,0.9766537921446132,0.970091452592209,1.0042781312497828,0.9682895076388526,1.0958115253239276,1.1696694432825732,0.9635808205415054,0.9925283009007813,0.9311397860265769,1.022801293702441,1.0191910433331484,1.0322970271293659,1.0289720408128205,1.133206354741688,1.0144118075207238,1.0642197225806926,0.8690480442428532,0.9922713527118285,1.0,0.9940624334579274,0.9940624334579274,0.9991,0.9928148836468275,1.065753040928922,1.029405768182431
0.9962368123379405,1.0135397818719918,0.9972291822193365,1.051840957616473,0.997415625590897,0.846683040983273,0.8437735623013376,0.9668112903715482,1.0168445333974279,1.0619335287544112,0.9937962381350383,0.811080354762012,0.7706381941726016,1.1035374093707173,1.0301096850494569,0.8440730721476227,0.9766537921446132,0.970091452592209,1.0042781312497828,0.9682895076388526,1.0958115253239276,1.1696694432825732,0.9581050476132563,0.9925283009007813,0.9311397860265769,1.022801293702441,1.0191910433331484,1.0322970271293659,1.0289720408128205,1.133206354741688,1.0144118075207238,1.0642197225806926,0.8690480442428532,0.9922713527118285,1.0,0.9940624334579274,0.9940624334579274,0.9928148836468275,0.9928148836468275,1.065753040928922,1.0284793029910666
0.9962368123379405,1.0135397818719918,0.9972291822193365,1.051840957616473,0.997415625590897,0.846683040983273,0.8437735623013376,0.9668112903715482,1.0168445333974279,0.9946914604494428,0.9937962381350383,0.811080354762012,0.7706381941726016,1.1035374093707173,1.0301096850494569,0.8440730721476227,0.9766537921446132,0.970091452592209,0.991796900117303,0.9682895076388526,1.0958115253239276,1.1696694432825732,0.9581050476132563,0.9925283009007813,0.9311397860265769,1.022801293702441,1.076885925161295,1.0322970271293659,1.028045965976089,1.133206354741688,1.0144118075207238,1.0574837714447776,0.8690480442428532,0.9922713527118285,1.0,0.9940624334579274,0.9940624334579274,0.9928148836468275,0.9928148836468275,1.065753040928922,1.0284793029910666
0.9962368123379405,1.0135397818719918,0.9972291822193365,1.0497843576395265,0.997415625590897,0.846683040983273,0.8165046607446244,0.9668112903715482,1.0168445333974279,0.9946914604494428,0.9937962381350383,0.811080354762012,0.7706381941726016,1.1035374093707173,1.0301096850494569,0.8440730721476227,0.9766537921446132,0.970091452592209,0.991796900117303,0.9682895076388526,1.0958115253239276,1.1686167407836188,0.9581050476132563,0.84238761666997,0.9311397860265769,1.022801293702441,1.076885925161295,1.0322970271293659,1.028045965976089,1.133206354741688,1.0144118075207238,1.0574837714447776,0.8690480442428532,0.9922713527118285,1.0,0.9940624334579274,0.9940624334579274,0.9928148836468275,0.9919213502515453,1.064793863192086,1.0284793029910666
0.9962368123379405,1.0135397818719918,0.9972291822193365,1.0497843576395265,0.997415625590897,0.846683040983273,0.8165046607446244,0.9668112903715482,1.0168445333974279,0.9946914604494428,0.9937962381350383,0.811080354762012,0.7706381941726016,1.1035374093707173,1.0301096850494569,0.8440730721476227,0.9766537921446132,0.9904163305500698,0.9909042829071975,0.9682895076388526,1.0958115253239276,1.1686167407836188,0.9581050476132563,0.84238761666997,0.9311397860265769,1.022801293702441,1.076885925161295,1.0322970271293659,1.028045965976089,1.133206354741688,1.0144118075207238,1.0574837714447776,0.8690480442428532,1.0075571764978293,1.0,0.9940624334579274,0.9940624334579274,0.9928148836468275,0.9919213502515453,1.064793863192086,1.0284793029910666
0.9962368123379405,1.0135397818719918,0.9972291822193365,1.0497843576395265,0.997415625590897,0.846683040983273,0.8165046607446244,0.9668112903715482,1.0601641387654108,0.9946914604494428,0.9937962381350383,0.811080354762012,0.7706381941726016,1.1218328506755855,1.0301096850494569,0.8623278657947662,0.9766537921446132,0.9904163305500698,0.9909042829071975,0.9682895076388526,1.0958115253239276,1.1686167407836188,0.9581050476132563,0.84238761666997,0.9311397860265769,0.9992807282284688,1.076885925161295,1.0322970271293659,1.028045965976089,1.133206354741688,1.0144118075207238,1.0574837714447776,0.8690480442428532,1.0075571764978293,1.0,0.9940624334579274,0.9940624334579274,0.9928148836468275,0.9919213502515453,1.064793863192086,1.0284793029910666
0.9962368123379405,1.0135397818719918,0.9972291822193365,1.0497843576395265,0.997415625590897,0.846683040983273,0.8165046607446244,0.9668112903715482,1.0601641387654108,0.9946914604494428,0.9132215626247984,0.811080354762012,0.7706381941726016,1.1218328506755855,1.0301096850494569,0.8623278657947662,0.9766537921446132,0.9904163305500698,0.9909042829071975,0.9682895076388526,1.0958115253239276,1.1686167407836188,0.9581050476132563,0.84238761666997,0.9682032088156939,0.9992807282284688,1.076885925161295,1.0187926668640608,1.028045965976089,1.133206354741688,1.0144118075207238,1.0574837714447776,0.8690480442428532,1.0075571764978293,1.0,0.9940624334579274,0.9940624334579274,0.9928148836468275,0.9919213502515453,1.064793863192086,1.0284793029910666
0.9962368123379405,1.0135397818719918,0.9972291822193365,1.0497843576395265,0.997415625590897,0.846683040983273,0.8165046607446244,0.9668112903715482,1.059209991040522,0.9946914604494428,0.9132215626247984,0.811080354762012,0.7671141398719233,1.1218328506755855,1.0301096850494569,0.8623278657947662,0.9766537921446132,0.9895249558525747,0.9909042829071975,1.0216752915553662,1.0958115253239276,1.1686167407836188,0.9581050476132563,0.84238761666997,0.9673318259277598,0.9992807282284688,1.076885925161295,1.0187926668640608,1.028045965976089,1.133206354741688,1.0815028815517427,1.0574837714447776,0.8690480442428532,1.0075571764978293,1.0,0.9940624334579274,0.9940624334579274,0.9928148836468275,0.9919213502515453,1.064793863192086,1.0284793029910666
0.9962368123379405,1.0135397818719918,0.9972291822193365,1.0497843576395265,0.997415625590897,0.846683040983273,0.8165046607446244,0.9668112903715482,1.059209991040522,0.9946914604494428,0.9132215626247984,0.811080354762012,0.7664237371460386,1.1218328506755855,1.0301096850494569,0.8623278657947662,0.9766537921446132,0.9895249558525747,0.9909042829071975,1.0216752915553662,1.1443982230982233,1.1686167407836188,0.9581050476132563,0.84238761666997,0.9673318259277598,0.9992807282284688,1.076885925161295,1.0187926668640608,1.028045965976089,1.133206354741688,1.0815028815517427,1.0574837714447776,0.8690480442428532,1.0075571764978293,1.0,0.9940624334579274,0.9940624334579274,0.9928148836468275,0.9919213502515453,1.064793863192086,1.0284793029910666
0.9962368123379405,1.0135397818719918,1.0527884672369863,1.0497843576395265,0.997415625590897,0.846683040983273,0.8165046607446244,0.9668112903715482,1.059209991040522,0.9946914604494428,0.9132215626247984,0.8952191701282323,0.7664237371460386,1.1218328506755855,1.0291825863329123,0.8623278657947662,0.9766537921446132,0.9895249558525747,0.9909042829071975,1.0216752915553662,1.1443982230982233,1.1686167407836188,0.9581050476132563,0.84238761666997,0.9673318259277598,0.9992807282284688,1.076885925161295,1.0187926668640608,1.028045965976089,1.133206354741688,1.0815028815517427,1.0574837714447776,0.8690480442428532,1.0075571764978293,1.0,0.9940624334579274,0.9940624334579274,0.9928148836468275,0.9919213502515453,1.064793863192086,1.0054704139392423
