fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
0,7,0.06,0.543859649122807,0.5496031746031745,0.5467059980334317,0.9365079365079365,0.5496031746031745,6,56,1,6,57,0
1,7,0.06,0.8198830409356725,0.5869281045751634,0.6580246913580247,0.8412698412698413,0.5869281045751634,2,51,10,1,57,5
2,7,0.06,0.7873563218390803,0.5934640522875817,0.6263232180663373,0.8571428571428571,0.5934640522875817,2,51,10,2,58,3
3,7,0.06,0.7768361581920904,0.5044444444444444,0.5441386340468909,0.8253968253968254,0.5044444444444444,3,50,10,2,59,2
4,7,0.06,0.4727891156462585,0.4682040531097135,0.46955624355005154,0.7936507936507936,0.4682040531097135,9,53,1,10,49,4
5,7,0.06,0.4992424242424242,0.4715151515151515,0.4802005012531328,0.8412698412698413,0.4715151515151515,11,50,2,8,55,0
6,7,0.06,0.5116550116550117,0.49595959595959593,0.4967948717948718,0.7936507936507936,0.49595959595959593,15,44,4,11,52,0
7,7,0.06,0.6065573770491803,0.3684640522875817,0.3716931216931217,0.8095238095238095,0.3684640522875817,8,51,4,1,61,1
8,7,0.06,0.7510683760683761,0.5777777777777778,0.5754317367220593,0.7301587301587301,0.5777777777777778,9,45,9,2,48,13
9,7,0.06,0.7227272727272727,0.7698412698412699,0.7269490800171159,0.7777777777777778,0.7698412698412699,14,42,7,11,40,12
10,7,0.06,0.7357142857142858,0.7648148148148147,0.7444444444444445,0.7619047619047619,0.7648148148148147,24,30,9,21,30,12
11,7,0.06,0.7087317620650954,0.7333333333333333,0.7159833630421866,0.746031746031746,0.7333333333333333,30,24,9,25,27,11
12,7,0.06,0.6475279106858055,0.6020499108734403,0.5960482013113592,0.6031746031746031,0.6020499108734403,22,24,17,11,33,19
13,7,0.06,0.68,0.47361111111111115,0.3910840534171249,0.42857142857142855,0.47361111111111115,16,30,17,3,10,50
14,7,0.06,0.5600961538461539,0.5918225918225918,0.5696167631651502,0.6031746031746031,0.5918225918225918,13,37,13,13,32,18
15,7,0.06,0.6777021919879064,0.6564796905222438,0.6652777777777779,0.8095238095238095,0.6564796905222438,11,47,5,9,49,5
16,7,0.06,0.8458333333333333,0.8310185185185185,0.8005952380952381,0.8888888888888888,0.8310185185185185,6,48,9,10,48,5
17,7,0.06,0.7666666666666666,0.8610766045548655,0.8012403100775195,0.8412698412698413,0.8610766045548655,7,46,10,8,40,15
18,7,0.06,0.6687724513811469,0.6817927170868346,0.6433257941601972,0.6507936507936508,0.6817927170868346,15,34,14,13,23,27
19,7,0.06,0.5333333333333333,0.5360983102918587,0.4827740868443921,0.47619047619047616,0.5360983102918587,18,31,14,15,15,33
20,7,0.06,0.5833333333333334,0.5095238095238095,0.4966122592102435,0.49206349206349204,0.5095238095238095,14,35,14,8,22,33
21,7,0.06,0.6062678062678063,0.5085137085137085,0.5278194236215226,0.6349206349206349,0.5085137085137085,11,42,10,5,45,13
22,7,0.06,0.7861111111111111,0.5760233918128655,0.6222030981067125,0.7142857142857143,0.5760233918128655,19,38,6,16,45,2
23,7,0.06,0.4444444444444445,0.44723346828609983,0.4411325611325611,0.5555555555555556,0.44723346828609983,19,39,5,18,36,9
24,7,0.06,0.47644927536231885,0.525034125034125,0.47323233894298067,0.47619047619047616,0.525034125034125,15,37,11,16,24,23
25,7,0.06,0.503968253968254,0.5668285203168925,0.46485260770975056,0.47619047619047616,0.5668285203168925,7,43,13,7,20,36
26,7,0.06,0.35555555555555557,0.39829059829059826,0.37347670250896053,0.6190476190476191,0.39829059829059826,5,45,13,0,45,18
27,7,0.06,0.7708333333333334,0.535042735042735,0.5635205097570689,0.746031746031746,0.535042735042735,5,45,13,1,48,14
28,7,0.06,0.6792270531400967,0.5928765001935733,0.6020434227330779,0.7777777777777778,0.5928765001935733,7,41,15,2,46,15
29,7,0.06,0.4761904761904762,0.5324074074074074,0.49673202614379086,0.7142857142857143,0.5324074074074074,11,36,16,0,49,14
30,7,0.06,0.7522675736961452,0.5538629538629539,0.5371438767620295,0.6666666666666666,0.5538629538629539,15,37,11,2,49,12
31,7,0.06,0.6590909090909091,0.5100775193798449,0.5255201495803,0.7142857142857143,0.5100775193798449,15,43,5,4,55,4
32,7,0.06,0.46296296296296297,0.44501133786848074,0.4499922946524888,0.7936507936507936,0.44501133786848074,12,49,2,9,54,0
33,7,0.06,0.6284153005464481,0.3748917748917749,0.39367816091954017,0.873015873015873,0.3748917748917749,7,55,1,1,61,1
34,7,0.06,0.6444444444444445,0.4761904761904762,0.5218390804597701,0.9365079365079365,0.4761904761904762,7,56,0,3,60,0
35,7,0.06,0.6555555555555556,0.5333333333333333,0.577683615819209,0.9682539682539683,0.5333333333333333,5,58,0,3,60,0
36,7,0.06,0.7547892720306514,0.6214285714285714,0.6395989974937343,0.9047619047619048,0.6214285714285714,5,56,2,2,58,3
37,7,0.06,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.9365079365079365,0.43333333333333335,0,60,3,0,60,3
38,7,0.06,0.7120772946859902,0.6989459815546771,0.7035573122529644,0.8095238095238095,0.6989459815546771,6,46,11,5,46,12
39,7,0.06,0.7592592592592592,0.5574980574980575,0.6042328042328042,0.7777777777777778,0.5574980574980575,6,44,13,4,54,5
40,7,0.06,0.7021520803443329,0.6199494949494949,0.6454146454146454,0.7142857142857143,0.6199494949494949,8,33,22,5,41,17
