entry_idx,exit_idx,entry_price,exit_price,direction,pnl,candidate,fold
1,22,30688.1640625,29856.5625,-1,0.025298446189428184,T21_X6,0
27,48,30084.5390625,29282.9140625,1,-0.028445746452509735,T21_X6,0
52,62,26664.55078125,26089.693359375,1,-0.023358863923529087,T21_X6,0
8,29,29227.390625,29170.34765625,1,-0.0037516955681020535,T21_X6,1
31,52,26664.55078125,26240.1953125,1,-0.017714592832683257,T21_X6,1
53,62,25905.654296875,26534.1875,1,0.022462394453430963,T21_X6,1
11,32,26049.556640625,25905.654296875,1,-0.007324176312681665,T21_X6,2
33,54,25895.677734375,26967.916015625,1,0.039606071401122905,T21_X6,2
56,62,27530.78515625,27935.08984375,-1,-0.016485548748623877,T21_X6,2
1,22,27727.392578125,27211.1171875,1,-0.020419687703066087,T21_X6,3
23,44,27132.0078125,26873.3203125,-1,0.007734403122234838,T21_X6,3
46,62,26862.375,34538.48046875,1,0.2839567682958041,T21_X6,3
2,23,27132.0078125,26873.3203125,-1,0.007734403122234838,T21_X6,4
25,46,26862.375,34732.32421875,1,0.2911729489201904,T21_X6,4
47,62,35082.1953125,37386.546875,-1,-0.06748436045616978,T21_X6,4
4,25,26862.375,34732.32421875,1,0.2911729489201904,T21_X6,5
26,47,35082.1953125,37796.79296875,-1,-0.07917821513361144,T21_X6,5
48,62,37479.12109375,43779.69921875,-1,-0.16990901486296275,T21_X6,5
1,22,34667.78125,35813.8125,-1,-0.03485753090270235,T21_X6,6
23,44,37432.33984375,42890.7421875,1,0.1440204955002667,T21_X6,6
45,62,43023.97265625,42265.1875,-1,0.01583633410407007,T21_X6,6
1,22,35813.8125,41450.22265625,-1,-0.15918090314316577,T21_X6,7
23,44,42890.7421875,42848.17578125,-1,-0.0008075619101222855,T21_X6,7
45,62,44179.921875,41545.78515625,1,-0.06142293745568105,T21_X6,7
1,22,41450.22265625,44957.96875,-1,-0.08642550666711775,T21_X6,8
23,44,42848.17578125,40077.07421875,-1,0.0628725680142633,T21_X6,8
45,62,39933.80859375,48293.91796875,1,0.2075491622611832,T21_X6,8
2,23,42848.17578125,40077.07421875,-1,0.0628725680142633,T21_X6,9
24,45,39933.80859375,51938.5546875,1,0.2988161074160317,T21_X6,9
46,62,52160.203125,63167.37109375,-1,-0.21282617147352223,T21_X6,9
1,22,39845.55078125,49742.44140625,1,0.2465813231578455,T21_X6,10
23,44,51826.6953125,66106.8046875,-1,-0.2773357888226341,T21_X6,10
45,62,66925.484375,67234.171875,-1,-0.006412405915067388,T21_X6,10
1,22,49742.44140625,63801.19921875,-1,-0.28443103730034364,T21_X6,11
23,44,66106.8046875,69455.34375,-1,-0.05245347021882558,T21_X6,11
45,62,70744.953125,65738.7265625,1,-0.07256443394703288,T21_X6,11
1,22,63801.19921875,69987.8359375,-1,-0.0987674049156722,T21_X6,12
23,44,69455.34375,61276.69140625,-1,0.11595411224208362,T21_X6,12
45,62,63512.75390625,64031.1328125,1,0.006361808052209003,T21_X6,12
1,22,69987.8359375,63811.86328125,1,-0.0900435150840386,T21_X6,13
23,44,61276.69140625,61187.94140625,1,-0.0032483484333644657,T21_X6,13
