fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_train_-1,y_train_0,y_train_1,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
0,7,0.06,0.7656695156695156,0.7691756272401434,0.7662489557226398,0.7619047619047619,0.7691756272401434,426,621,453,12,31,20,13,32,18
1,7,0.06,0.6823793490460157,0.6433251433251433,0.6557823129251701,0.6984126984126984,0.6433251433251433,436,627,458,4,37,22,3,33,27
2,7,0.06,0.5842650103519668,0.6088122605363985,0.5889893431167016,0.6507936507936508,0.6088122605363985,437,639,466,4,30,29,5,23,35
3,7,0.06,0.5598719019771652,0.5207977207977209,0.5237625119978061,0.5555555555555556,0.5207977207977209,438,652,473,10,26,27,7,18,38
4,7,0.06,0.5683760683760682,0.5326610644257702,0.5336925467861563,0.5396825396825397,0.5326610644257702,440,664,480,21,17,25,13,26,24
5,7,0.06,0.6239316239316239,0.5436507936507936,0.5199120140040537,0.5555555555555556,0.5436507936507936,441,669,495,21,28,14,6,39,18
6,7,0.06,0.6367880485527544,0.5937392500859993,0.6070748468289452,0.6031746031746031,0.5937392500859993,448,678,500,19,27,17,14,34,15
7,7,0.06,0.6798076271760483,0.7046783625730995,0.6909761583445794,0.7301587301587301,0.7046783625730995,461,681,505,6,38,19,7,37,19
8,7,0.06,0.8438596491228069,0.7746031746031745,0.7946437111429939,0.8253968253968254,0.7746031746031745,462,697,509,6,42,15,4,40,19
9,7,0.06,0.8021458446990363,0.7264957264957266,0.7530657748049053,0.873015873015873,0.7264957264957266,467,705,517,5,45,13,3,47,13
10,7,0.06,0.6017441860465116,0.7230769230769232,0.6106680843522948,0.7619047619047619,0.7230769230769232,467,719,524,5,52,6,4,43,16
11,7,0.06,0.544047619047619,0.6115646258503401,0.5657305657305658,0.6984126984126984,0.6115646258503401,468,739,524,4,49,10,5,42,16
12,7,0.06,0.5132978723404255,0.5987654320987654,0.5402386392485402,0.7619047619047619,0.5987654320987654,472,750,530,5,54,4,8,47,8
13,7,0.06,0.5557299843014128,0.6150870406189556,0.5833333333333334,0.8571428571428571,0.6150870406189556,472,771,530,11,47,5,13,49,1
14,7,0.06,0.8576494427558258,0.6287393162393162,0.6645994832041343,0.7936507936507936,0.6287393162393162,472,788,534,16,39,8,14,47,2
15,7,0.06,0.707936507936508,0.6533890557659657,0.6626262626262626,0.7142857142857143,0.6533890557659657,477,804,534,19,31,13,21,35,7
16,7,0.06,0.6329849012775842,0.6046761046761047,0.6125763125763126,0.6984126984126984,0.6046761046761047,483,818,535,14,37,12,14,41,8
17,7,0.06,0.595959595959596,0.6592592592592593,0.612962962962963,0.6507936507936508,0.6592592592592593,488,827,542,15,39,9,15,33,15
18,7,0.06,0.38690476190476186,0.3770122706292918,0.38040935672514625,0.6190476190476191,0.3770122706292918,496,835,547,7,47,9,8,48,7
19,7,0.06,0.3656565656565656,0.3719464144996059,0.3633986928104575,0.6984126984126984,0.3719464144996059,497,855,547,7,47,9,2,55,6
20,7,0.06,0.7288888888888888,0.69,0.6955555555555556,0.8571428571428571,0.69,503,866,551,8,50,5,10,50,3
21,7,0.06,0.5224358974358975,0.5053030303030303,0.5136292834890965,0.8571428571428571,0.5053030303030303,503,882,556,8,55,0,8,52,3
22,7,0.06,0.5376984126984127,0.5059523809523809,0.5206043956043956,0.9047619047619048,0.5059523809523809,504,902,556,7,56,0,6,56,1
23,7,0.06,0.8141160027952482,0.6405228758169934,0.6989428699955016,0.8412698412698413,0.6405228758169934,511,916,556,2,51,10,1,53,9
24,7,0.06,0.6274509803921569,0.6274509803921569,0.6274509803921569,0.8095238095238095,0.6274509803921569,511,937,556,2,51,10,2,51,10
25,7,0.06,0.5773420479302832,0.5425170068027211,0.55734335839599,0.7777777777777778,0.5425170068027211,511,958,556,4,49,10,3,51,9
26,7,0.06,0.5359477124183006,0.5241090146750524,0.5299145299145299,0.8571428571428571,0.5241090146750524,513,967,566,9,53,1,9,51,3
27,7,0.06,0.5006535947712418,0.48848484848484847,0.49410655351249416,0.8253968253968254,0.48848484848484847,513,988,566,11,50,2,10,51,2
28,7,0.06,0.6859903381642511,0.6251322751322751,0.6413624689486758,0.8253968253968254,0.6251322751322751,515,1007,566,14,45,4,15,46,2
29,7,0.06,0.9540229885057471,0.5648148148148148,0.6471035137701805,0.873015873015873,0.5648148148148148,522,1020,567,9,50,4,4,58,1
30,7,0.06,0.8671023965141612,0.6774410774410775,0.7078422552106763,0.8253968253968254,0.6774410774410775,524,1038,568,10,44,9,3,51,9
31,7,0.06,0.6680175616345828,0.6666666666666666,0.6466470483324416,0.7301587301587301,0.6666666666666666,529,1052,570,14,42,7,7,47,9
32,7,0.06,0.7087813620071685,0.6888888888888888,0.6979534983392264,0.6984126984126984,0.6888888888888888,531,1070,571,24,30,9,24,31,8
33,7,0.06,0.7146464646464646,0.6461482520388552,0.6708037825059101,0.6825396825396826,0.6461482520388552,534,1082,577,31,23,9,33,24,6
34,7,0.06,0.7475845410628019,0.7416072489601903,0.7438118464945477,0.746031746031746,0.7416072489601903,543,1094,577,24,22,17,23,24,16
35,7,0.06,0.6999254893991737,0.645343137254902,0.642992765640397,0.6825396825396826,0.645343137254902,555,1100,580,16,30,17,7,37,19
36,7,0.06,0.6355799373040752,0.6547458389563653,0.625718466491074,0.6349206349206349,0.6547458389563653,565,1105,586,12,38,13,22,29,12
37,7,0.06,0.7363636363636363,0.7392434988179669,0.7299089799089801,0.8095238095238095,0.7392434988179669,567,1116,594,10,47,6,14,44,5
38,7,0.06,0.7341269841269841,0.8392434988179668,0.7674617254747355,0.8412698412698413,0.8392434988179668,571,1130,597,7,47,9,12,42,9
39,7,0.06,0.8295454545454546,0.8851559068950373,0.8522366522366522,0.9047619047619048,0.8851559068950373,577,1143,599,6,46,11,8,44,11
40,7,0.06,0.7659983291562239,0.8032153032153032,0.77665544332211,0.7936507936507936,0.8032153032153032,577,1163,600,14,36,13,19,30,14
41,7,0.06,0.564027149321267,0.5943362193362193,0.5705811857357221,0.5714285714285714,0.5943362193362193,578,1177,606,16,33,14,17,26,20
42,7,0.06,0.48754053592763263,0.5075295075295075,0.4923997523901231,0.5238095238095238,0.5075295075295075,583,1189,610,14,36,13,14,31,18
43,7,0.06,0.5966903073286053,0.5243867243867243,0.5448777263714475,0.6666666666666666,0.5243867243867243,591,1199,613,11,42,10,6,47,10
44,7,0.06,0.7718360071301248,0.567251461988304,0.6120144534778681,0.6984126984126984,0.567251461988304,594,1210,620,19,38,6,17,44,2
45,7,0.06,0.7738562091503267,0.5241565452091768,0.5582010582010583,0.6984126984126984,0.5241565452091768,597,1225,623,19,39,5,17,45,1
46,7,0.06,0.5922619047619048,0.607043407043407,0.5989429120565166,0.6349206349206349,0.607043407043407,602,1241,623,15,37,11,16,35,12
47,7,0.06,0.5014245014245015,0.5468975468975469,0.4374219497559156,0.42857142857142855,0.5468975468975469,613,1248,626,7,44,12,6,18,39
48,7,0.06,0.3803827751196172,0.4258639910813824,0.3976851851851852,0.6507936507936508,0.4258639910813824,616,1264,628,4,46,13,0,44,19
