fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_train_-1,y_train_0,y_train_1,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
41,21,0.12,0.8022875816993463,0.7988581466842337,0.791111111111111,0.7936507936507936,0.7988581466842337,673,1003,685,18,23,22,18,17,28
42,21,0.12,0.7052231718898385,0.8045679810385692,0.7238722062251474,0.7301587301587301,0.8045679810385692,675,1007,700,17,39,7,27,26,10
43,21,0.12,0.5483870967741935,0.5772357723577236,0.547008547008547,0.8095238095238095,0.5772357723577236,679,1018,706,21,41,1,31,31,1
44,21,0.12,0.5424242424242425,0.5462962962962963,0.5393939393939394,0.8095238095238095,0.5462962962962963,691,1026,707,27,36,0,33,30,0
45,21,0.12,0.5780100658149439,0.5498960498960499,0.5601018366975814,0.8412698412698413,0.5498960498960499,692,1046,707,26,37,0,21,41,1
46,21,0.12,0.8893352462936394,0.8796296296296297,0.884185773074662,0.9206349206349206,0.8796296296296297,700,1059,707,18,40,5,17,41,5
47,21,0.12,0.6931972789115646,0.8807017543859649,0.6587891493551871,0.8412698412698413,0.8807017543859649,718,1062,707,1,57,5,10,49,4
48,21,0.12,0.3879310344827586,0.6432748538011696,0.4405797101449275,0.8571428571428571,0.6432748538011696,718,1083,707,1,57,5,4,58,1
49,21,0.12,0.6925505050505051,0.9012681159420289,0.7412037037037037,0.873015873015873,0.9012681159420289,718,1099,712,1,46,16,3,44,16
50,21,0.12,0.5407801418439716,0.5259259259259259,0.5323955669224212,0.8412698412698413,0.5259259259259259,719,1119,712,0,45,18,0,47,16
51,21,0.12,0.9055555555555556,0.8762183235867447,0.8864809081527348,0.873015873015873,0.8762183235867447,719,1140,712,8,36,19,8,40,15
52,21,0.12,0.7265873015873016,0.7913056695546435,0.7475341651812241,0.8571428571428571,0.7913056695546435,719,1145,728,17,43,3,16,42,5
53,21,0.12,0.9637681159420289,0.9206349206349206,0.9357978668323496,0.9206349206349206,0.9206349206349206,719,1164,730,21,41,1,16,46,1
54,21,0.12,0.6257309941520468,0.4871794871794872,0.5220527955402524,0.8888888888888888,0.4871794871794872,727,1176,731,13,50,0,6,57,0
55,21,0.12,0.3005464480874317,0.3216374269005848,0.3107344632768361,0.873015873015873,0.3216374269005848,736,1188,731,6,57,0,2,61,0
56,21,0.12,0.3224043715846994,0.3224043715846994,0.3224043715846994,0.9365079365079365,0.3224043715846994,740,1205,731,2,61,0,2,61,0
57,21,0.12,0.3005464480874317,0.3216374269005848,0.3107344632768361,0.873015873015873,0.3216374269005848,740,1226,731,2,57,4,2,61,0
58,21,0.12,0.31216931216931215,0.3333333333333333,0.3224043715846994,0.9365079365079365,0.3333333333333333,742,1245,731,0,59,4,0,63,0
59,21,0.12,0.30158730158730157,0.3333333333333333,0.31666666666666665,0.9047619047619048,0.3333333333333333,742,1266,731,1,57,5,0,63,0
60,21,0.12,0.6044723969252271,0.5626856803327391,0.5807692307692308,0.9047619047619048,0.5626856803327391,742,1283,735,1,51,11,1,53,9
61,21,0.12,0.5512820512820512,0.5527065527065527,0.5511111111111111,0.8253968253968254,0.5527065527065527,742,1304,735,1,36,26,0,39,24
