fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_train_-1,y_train_0,y_train_1,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
22,21,0.1,0.5966312056737588,0.5777777777777778,0.5861040068201193,0.9047619047619048,0.5777777777777778,649,594,719,0,45,18,0,47,16
23,21,0.1,0.5960144927536232,0.5703703703703704,0.5822021116138764,0.8888888888888888,0.5703703703703704,649,615,719,0,45,18,1,46,16
24,21,0.1,0.7265700483091787,0.7562056737588652,0.7215880893300248,0.8412698412698413,0.7562056737588652,649,625,730,8,47,8,12,46,5
25,21,0.1,0.5698924731182796,0.6,0.573025856044724,0.8571428571428571,0.6,649,639,737,22,40,1,31,32,0
26,21,0.1,0.5897435897435898,0.5833333333333334,0.5755693581780538,0.8571428571428571,0.5833333333333334,649,660,737,30,32,1,39,24,0
27,21,0.1,0.4603174603174603,0.446236559139785,0.43870078400964935,0.6666666666666666,0.446236559139785,657,672,738,31,32,0,42,21,0
28,21,0.1,0.6765395894428153,0.7962962962962963,0.7142857142857143,0.7142857142857143,0.7962962962962963,671,679,738,18,39,6,22,31,10
29,21,0.1,0.6425925925925925,0.6534798534798535,0.6447946940904687,0.6666666666666666,0.6534798534798535,679,692,738,15,35,13,12,36,15
30,21,0.1,0.7515873015873016,0.7689004500598703,0.7577469042585321,0.7619047619047619,0.7689004500598703,688,704,738,27,23,13,28,20,15
31,21,0.1,0.6903280542986425,0.717948717948718,0.698904109589041,0.7619047619047619,0.717948717948718,689,718,744,39,12,12,34,16,13
32,21,0.1,0.5620915032679739,0.6962962962962962,0.5719439858130007,0.6984126984126984,0.6962962962962962,694,727,751,45,12,6,34,12,17
33,21,0.1,0.7281105990783411,0.6947415329768272,0.6967510071587978,0.7142857142857143,0.6947415329768272,715,727,751,24,17,22,18,14,31
34,21,0.1,0.7921727395411606,0.7766410912190963,0.7783216267536824,0.7777777777777778,0.7766410912190963,728,730,756,23,23,17,18,26,19
35,21,0.1,0.845513963161022,0.8111559139784946,0.817954304228814,0.8253968253968254,0.8111559139784946,739,739,757,16,31,16,18,34,11
36,21,0.1,0.771984551396316,0.827020202020202,0.7708665603402446,0.7619047619047619,0.827020202020202,739,744,773,16,33,14,17,22,24
37,21,0.1,0.8608695652173912,0.882716049382716,0.8604320869636468,0.8571428571428571,0.882716049382716,751,753,773,18,27,18,20,20,23
38,21,0.1,0.9285714285714285,0.9411764705882352,0.927741935483871,0.9523809523809523,0.9411764705882352,755,770,773,17,11,35,14,14,35
39,21,0.1,0.832905982905983,0.8396256417245923,0.8331800464240354,0.873015873015873,0.8396256417245923,755,777,787,23,11,29,20,13,30
40,21,0.1,0.8197530864197531,0.8456896551724138,0.822063492063492,0.8571428571428571,0.8456896551724138,769,780,791,24,10,29,21,15,27
41,21,0.1,0.8557575757575758,0.8472222222222222,0.8509316770186336,0.8888888888888888,0.8472222222222222,772,781,808,27,24,12,27,25,11
42,21,0.1,0.75199709513435,0.6859477124183008,0.696545284780579,0.873015873015873,0.6859477124183008,778,788,816,34,24,5,34,27,2
43,21,0.1,0.5318979266347688,0.5139353400222966,0.5227513227513227,0.7777777777777778,0.5139353400222966,793,790,820,39,23,1,38,22,3
44,21,0.1,0.5226504394861392,0.5413943355119826,0.5268453465174776,0.7777777777777778,0.5413943355119826,799,805,820,34,27,2,29,34,0
45,21,0.1,0.478395061728395,0.5778769841269841,0.5228758169934641,0.7142857142857143,0.5778769841269841,812,812,821,21,32,10,27,36,0
46,21,0.1,0.740036231884058,0.5916666666666667,0.5187867687867688,0.6984126984126984,0.5916666666666667,832,813,821,8,45,10,16,46,1
47,21,0.1,0.6871273712737128,0.7818181818181819,0.7151599930057703,0.7777777777777778,0.7818181818181819,833,832,822,7,45,11,12,41,10
48,21,0.1,0.8152173913043478,0.8316276803118908,0.8201447245564891,0.8095238095238095,0.8316276803118908,833,844,831,8,36,19,8,32,23
49,21,0.1,0.5266805266805267,0.5555555555555556,0.5406392694063927,0.7936507936507936,0.5555555555555556,840,858,831,3,36,24,0,37,26
50,21,0.1,0.805050505050505,0.7715079365079366,0.7820289855072464,0.7936507936507936,0.7715079365079366,840,877,833,14,25,24,11,30,22
51,21,0.1,0.7349690539345711,0.7619047619047619,0.7468486029889538,0.7301587301587301,0.7619047619047619,841,880,850,28,28,7,29,26,8
52,21,0.1,0.7131380546285997,0.7139265962795375,0.7101086048454469,0.7301587301587301,0.7139265962795375,843,894,855,34,26,3,29,31,3
53,21,0.1,0.5444444444444444,0.5250836120401338,0.5296167247386759,0.8095238095238095,0.5250836120401338,854,902,857,23,39,1,18,45,0
54,21,0.1,0.6153846153846154,0.5370370370370371,0.5584291187739464,0.873015873015873,0.5370370370370371,869,908,857,18,44,1,11,52,0
55,21,0.1,0.6270440251572328,0.6270440251572328,0.6270440251572328,0.9682539682539683,0.6270440251572328,877,920,858,10,53,0,10,53,0
56,21,0.1,0.9,0.7524822695035461,0.7981672394043527,0.8888888888888888,0.7524822695035461,877,941,858,10,47,6,10,50,3
57,21,0.1,0.6424242424242425,0.4464285714285714,0.5063063063063064,0.8571428571428571,0.4464285714285714,887,952,858,0,56,7,5,55,3
58,21,0.1,0.8099219620958751,0.7722616233254532,0.7323683484973808,0.8253968253968254,0.7722616233254532,887,973,858,7,47,9,13,46,4
59,21,0.1,0.83001443001443,0.8563685636856367,0.8281088153519054,0.8571428571428571,0.8563685636856367,887,988,864,7,41,15,10,42,11
60,21,0.1,0.9425287356321839,0.9479166666666666,0.9403048715488754,0.9206349206349206,0.9479166666666666,887,1008,865,7,24,32,7,29,27
