entry_idx,exit_idx,entry_price,exit_price,direction,pnl,candidate,fold
1,22,30688.1640625,29856.5625,-1,0.025298446189428184,T21_X10,0
52,62,26664.55078125,26089.693359375,1,-0.023358863923529087,T21_X10,0
31,52,26664.55078125,26240.1953125,1,-0.017714592832683257,T21_X10,1
57,62,25833.34375,26534.1875,1,0.02532942454458688,T21_X10,1
10,31,26664.55078125,26240.1953125,1,-0.017714592832683257,T21_X10,2
36,57,25833.34375,27429.978515625,1,0.060005191812422656,T21_X10,2
1,22,27727.392578125,27211.1171875,1,-0.020419687703066087,T21_X10,3
50,62,28415.748046875,34538.48046875,-1,-0.21726968996821264,T21_X10,3
29,50,28415.748046875,35443.5625,-1,-0.24912111368427897,T21_X10,4
51,62,35655.27734375,37386.546875,-1,-0.0503557723912495,T21_X10,4
11,32,29682.94921875,37313.96875,-1,-0.2588842767345258,T21_X10,5
33,54,37138.05078125,39476.33203125,-1,-0.06476187335659886,T21_X10,5
55,62,39978.390625,43779.69921875,-1,-0.09688408253365001,T21_X10,5
1,22,34667.78125,35813.8125,-1,-0.03485753090270235,T21_X10,6
27,48,37479.12109375,41364.6640625,-1,-0.10547220082431312,T21_X10,6
51,62,43652.25,42265.1875,-1,0.02997528077017794,T21_X10,6
12,33,39476.33203125,43739.54296875,-1,-0.1097940997082805,T21_X10,7
34,55,43016.1171875,41796.26953125,-1,0.026557921077183463,T21_X10,7
56,62,42511.96875,41545.78515625,1,-0.024527331200110556,T21_X10,7
1,22,41450.22265625,44957.96875,-1,-0.08642550666711775,T21_X10,8
23,44,42848.17578125,40077.07421875,-1,0.0628725680142633,T21_X10,8
45,62,39933.80859375,48293.91796875,1,0.2075491622611832,T21_X10,8
2,23,42848.17578125,40077.07421875,-1,0.0628725680142633,T21_X10,9
24,45,39933.80859375,51938.5546875,1,0.2988161074160317,T21_X10,9
46,62,52160.203125,63167.37109375,-1,-0.21282617147352223,T21_X10,9
1,22,39845.55078125,49742.44140625,1,0.2465813231578455,T21_X10,10
23,44,51826.6953125,66106.8046875,-1,-0.2773357888226341,T21_X10,10
45,62,66925.484375,67234.171875,-1,-0.006412405915067388,T21_X10,10
1,22,49742.44140625,63801.19921875,-1,-0.28443103730034364,T21_X10,11
23,44,66106.8046875,69455.34375,-1,-0.05245347021882558,T21_X10,11
45,62,70744.953125,65738.7265625,-1,0.06896443394703289,T21_X10,11
1,22,63801.19921875,69987.8359375,-1,-0.0987674049156722,T21_X10,12
23,44,69455.34375,61276.69140625,-1,0.11595411224208362,T21_X10,12
45,62,63512.75390625,64031.1328125,1,0.006361808052209003,T21_X10,12
2,23,69455.34375,61276.69140625,-1,0.11595411224208362,T21_X10,13
24,45,63512.75390625,63049.9609375,1,-0.009086614739350149,T21_X10,13
52,62,65231.58203125,68518.09375,-1,-0.05218221696318136,T21_X10,13
1,22,63811.86328125,62334.81640625,1,-0.024946900890355356,T21_X10,14
31,52,65231.58203125,70757.1640625,-1,-0.08650715961791178,T21_X10,14
53,62,69342.5859375,66639.046875,-1,0.037188148854684466,T21_X10,14
2,23,61187.94140625,67578.09375,1,0.10263483138815457,T21_X10,15
29,50,70567.765625,61804.640625,-1,0.12238028149803702,T21_X10,15
51,62,60811.27734375,55849.109375,1,-0.0833994694651813,T21_X10,15
1,22,68296.21875,65140.74609375,-1,0.0444027431972579,T21_X10,16
23,44,64960.296875,57742.49609375,1,-0.11291095743818519,T21_X10,16
45,62,57344.9140625,68255.8671875,1,0.1884688896369815,T21_X10,16
6,27,63180.796875,60787.79296875,1,-0.03967549421043924,T21_X10,17
29,50,65097.1484375,56034.31640625,-1,0.1374201079276346,T21_X10,17
51,62,55027.4609375,58483.96484375,1,0.061014163098964076,T21_X10,17
1,22,58009.2265625,66201.015625,1,0.1394152781191462,T21_X10,18
23,44,64619.25,61175.19140625,-1,0.051497718462377697,T21_X10,18
47,62,64178.9921875,54841.56640625,-1,0.14369037719337435,T21_X10,18
1,22,66201.015625,59012.79296875,-1,0.10678175797435133,T21_X10,19
23,44,61175.19140625,57343.171875,1,-0.06444009058512727,T21_X10,19
47,62,60005.12109375,65635.3046875,-1,-0.09562838482991458,T21_X10,19
1,22,59012.79296875,57648.7109375,1,-0.024915022398149234,T21_X10,20
26,47,60005.12109375,62089.94921875,-1,-0.036544169947473885,T21_X10,20
53,62,62445.08984375,69001.703125,1,0.10319805985796397,T21_X10,20
1,22,57648.7109375,60837.0078125,1,0.053505605678791326,T21_X10,21
24,45,60759.40234375,68161.0546875,1,0.12001904459617137,T21_X10,21
46,62,66642.4140625,80474.1875,-1,-0.20935210674883406,T21_X10,21
1,22,60837.0078125,67361.40625,-1,-0.10904390748486896,T21_X10,22
23,44,66432.1953125,90584.1640625,-1,-0.36535819097032796,T21_X10,22
45,62,87250.4296875,97279.7890625,-1,-0.11674911155075794,T21_X10,22
1,22,67361.40625,87955.8125,-1,-0.3075300522136888,T21_X10,23
23,44,90584.1640625,98768.53125,-1,-0.09215097107981329,T21_X10,23
57,62,106140.6015625,95104.9375,-1,0.10217212659475783,T21_X10,23
1,22,87955.8125,96002.1640625,-1,-0.09328174900322818,T21_X10,24
36,57,106140.6015625,96922.703125,-1,0.08504611074181748,T21_X10,24
3,24,96593.5703125,95795.515625,-1,0.00646198560544071,T21_X10,25
