fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_train_-1,y_train_0,y_train_1,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
0,21,0.08,0.6319444444444445,0.6444444444444445,0.6368573954780851,0.9047619047619048,0.6444444444444445,572,254,674,15,5,43,14,1,48
1,21,0.08,0.5042372881355932,0.5833333333333334,0.5384615384615384,0.7619047619047619,0.5833333333333334,587,254,680,4,14,45,4,0,59
2,21,0.08,0.8649425287356323,0.6166666666666667,0.6159020107618239,0.8412698412698413,0.6166666666666667,587,258,697,4,10,49,4,1,58
3,21,0.08,0.8650793650793651,0.6430555555555556,0.6047329276538201,0.7301587301587301,0.6430555555555556,587,259,717,15,16,32,14,1,48
4,21,0.08,0.8271604938271605,0.8277394636015325,0.8266178266178267,0.873015873015873,0.8277394636015325,591,268,725,29,9,25,27,9,27
5,21,0.08,0.7587412587412588,0.7626262626262627,0.7572150072150072,0.8095238095238095,0.7626262626262627,591,268,746,30,11,22,26,11,26
6,21,0.08,0.734084084084084,0.7568438003220613,0.738409259849209,0.873015873015873,0.7568438003220613,602,275,749,23,4,36,20,6,37
7,21,0.08,0.8134502923976609,0.8648809523809525,0.8311033263594934,0.8888888888888888,0.8648809523809525,620,277,750,7,16,40,10,15,38
8,21,0.08,0.8206654456654455,0.8451758969000349,0.8269606362629619,0.8412698412698413,0.8451758969000349,621,279,768,12,29,22,16,26,21
9,21,0.08,0.7799145299145299,0.8233863837312113,0.7877185707374387,0.8412698412698413,0.8233863837312113,625,279,785,8,29,26,13,24,26
10,21,0.08,0.8307868601986249,0.7859237536656892,0.8014397367338545,0.8571428571428571,0.7859237536656892,627,293,790,10,31,22,7,34,22
11,21,0.08,0.9515151515151515,0.725839475839476,0.7632034632034633,0.9206349206349206,0.725839475839476,633,308,790,4,37,22,1,40,22
12,21,0.08,0.603030303030303,0.5975473801560759,0.6000937646507266,0.8888888888888888,0.5975473801560759,633,308,811,23,39,1,22,40,1
