fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
0,21,0.1,0.7695035460992908,0.6777777777777777,0.6754338517016002,0.8412698412698413,0.6777777777777777,15,10,38,14,2,47
1,21,0.1,0.5597222222222222,0.5140428677014043,0.5263690656949084,0.8253968253968254,0.5140428677014043,0,22,41,0,15,48
2,21,0.1,0.6466666666666666,0.6041666666666666,0.6218746296954616,0.9523809523809523,0.6041666666666666,0,16,47,0,13,50
3,21,0.1,0.8654970760233919,0.775,0.8011622559471548,0.8095238095238095,0.775,10,24,29,7,18,38
4,21,0.1,0.8637566137566136,0.8674516908212562,0.8632549946692625,0.873015873015873,0.8674516908212562,24,16,23,21,18,24
5,21,0.1,0.8516746411483255,0.8559259259259259,0.8517118942650858,0.8571428571428571,0.8559259259259259,25,18,20,22,19,22
6,21,0.1,0.8571428571428571,0.9361598440545809,0.8752062781913529,0.9047619047619048,0.9361598440545809,19,8,36,18,14,31
7,21,0.1,0.817948717948718,0.8481481481481481,0.8205387205387206,0.8412698412698413,0.8481481481481481,5,18,40,5,26,32
8,21,0.1,0.7137907137907137,0.7895622895622895,0.6885119953613105,0.7301587301587301,0.7895622895622895,5,36,22,13,37,13
9,21,0.1,0.6675925925925926,0.8922522522522524,0.6581988019088233,0.8253968253968254,0.8922522522522524,1,37,25,9,30,24
10,21,0.1,0.8030303030303031,0.9761904761904763,0.8606701940035273,0.9523809523809523,0.9761904761904763,1,42,20,2,39,22
11,21,0.1,0.6363636363636364,0.6511627906976744,0.6428571428571428,0.9682539682539683,0.6511627906976744,0,43,20,0,41,22
12,21,0.1,0.65,0.6590909090909091,0.654288240495137,0.9841269841269841,0.6590909090909091,19,44,0,20,43,0
13,21,0.1,0.62347614071752,0.6142663962136579,0.618802539028993,0.9206349206349206,0.6142663962136579,29,34,0,29,33,1
14,21,0.1,0.9158730158730158,0.9206349206349206,0.9097265515175964,0.9206349206349206,0.9206349206349206,32,21,10,35,16,12
15,21,0.1,0.9045634920634921,0.9200206398348812,0.9075851684547337,0.9206349206349206,0.9200206398348812,34,19,10,35,16,12
16,21,0.1,0.842929292929293,0.8029914529914531,0.8177478720956981,0.8412698412698413,0.8029914529914531,30,20,13,33,20,10
17,21,0.1,0.7380040138660827,0.77905217045002,0.7520525451559935,0.8412698412698413,0.77905217045002,27,31,5,29,27,7
18,21,0.1,0.5754689754689755,0.710034013605442,0.6174674998204409,0.7301587301587301,0.710034013605442,6,49,8,11,42,10
19,21,0.1,0.7089430894308943,0.7533333333333333,0.706959706959707,0.7619047619047619,0.7533333333333333,7,50,6,7,41,15
20,21,0.1,0.9503546099290779,0.6798245614035089,0.7339643903538428,0.8888888888888888,0.6798245614035089,19,40,4,15,47,1
21,21,0.1,0.7023255813953488,0.8988168094655243,0.7075543395652835,0.873015873015873,0.8988168094655243,19,43,1,15,43,5
22,21,0.1,0.9426129426129425,0.8803418803418803,0.8994238683127572,0.9206349206349206,0.8803418803418803,12,39,12,8,42,13
23,21,0.1,0.608843537414966,0.5666666666666667,0.5828900709219859,0.9047619047619048,0.5666666666666667,0,45,18,0,49,14
24,21,0.1,0.6326530612244898,0.5666666666666667,0.5916266300617709,0.9047619047619048,0.5666666666666667,0,45,18,1,49,13
25,21,0.1,0.8833333333333333,0.7001013171225937,0.6783259695630829,0.873015873015873,0.7001013171225937,9,47,7,12,50,1
26,21,0.1,0.5777777777777778,0.6083333333333333,0.5834211450649807,0.873015873015873,0.6083333333333333,22,40,1,30,33,0
27,21,0.1,0.5507246376811594,0.5104166666666666,0.49445041174364485,0.746031746031746,0.5104166666666666,30,32,1,46,17,0
28,21,0.1,0.44330775788576293,0.42020202020202024,0.4014035087719298,0.6190476190476191,0.42020202020202024,30,33,0,46,17,0
29,21,0.1,0.6136026936026936,0.7222222222222222,0.638095238095238,0.6031746031746031,0.7222222222222222,18,38,7,27,25,11
30,21,0.1,0.6106060606060606,0.6630844645550528,0.6170351235532059,0.5873015873015873,0.6630844645550528,16,34,13,25,22,16
31,21,0.1,0.6148148148148148,0.6413586413586413,0.6251231527093596,0.6190476190476191,0.6413586413586413,28,22,13,30,18,15
32,21,0.1,0.7383442265795207,0.7479797979797981,0.7361219139803531,0.7936507936507936,0.7479797979797981,40,12,11,36,17,10
33,21,0.1,0.6,0.7222222222222223,0.6212922879589545,0.7142857142857143,0.7222222222222223,44,12,7,33,15,15
34,21,0.1,0.7054673721340388,0.6635192504757722,0.6688791576009621,0.6666666666666666,0.6635192504757722,23,18,22,15,21,27
35,21,0.1,0.7560483870967741,0.7084398976982097,0.717948717948718,0.7142857142857143,0.7084398976982097,23,23,17,16,31,16
36,21,0.1,0.9011904761904762,0.7937500000000001,0.825925925925926,0.8412698412698413,0.7937500000000001,16,32,15,14,40,9
37,21,0.1,0.8474616858237548,0.875,0.8580166418281173,0.8571428571428571,0.875,16,32,15,16,29,18
38,21,0.1,0.8307017543859648,0.8518518518518517,0.8293217229387442,0.8253968253968254,0.8518518518518517,18,27,18,19,20,24
39,21,0.1,0.8986486486486487,0.8805704099821746,0.8860189081086697,0.9206349206349206,0.8805704099821746,17,11,35,14,12,37
40,21,0.1,0.8595959595959596,0.8353096179183135,0.8441276985913144,0.8888888888888888,0.8353096179183135,23,11,29,20,10,33
41,21,0.1,0.8555555555555555,0.8571168960974057,0.8551506219155446,0.8888888888888888,0.8571168960974057,23,11,29,21,12,30
42,21,0.1,0.8798366384573281,0.8864734299516909,0.8820308346624136,0.9047619047619048,0.8864734299516909,28,23,12,29,21,13
43,21,0.1,0.7417417417417417,0.6753968253968253,0.6944444444444445,0.8571428571428571,0.6753968253968253,35,24,4,37,24,2
44,21,0.1,0.6008130081300813,0.5771088814567076,0.5874031007751938,0.873015873015873,0.5771088814567076,39,23,1,41,20,2
45,21,0.1,0.5595238095238094,0.5869809203142536,0.5729055258467023,0.8412698412698413,0.5869809203142536,33,27,3,35,28,0
46,21,0.1,0.8730769230769231,0.7196969696969697,0.7515873015873016,0.8095238095238095,0.7196969696969697,20,33,10,20,39,4
47,21,0.1,0.4290780141843971,0.6074074074074074,0.4903381642512077,0.7142857142857143,0.6074074074074074,8,45,10,16,47,0
48,21,0.1,0.6945736434108527,0.7753623188405797,0.7258206653447896,0.7936507936507936,0.7753623188405797,7,46,10,10,43,10
49,21,0.1,0.8442760942760943,0.7511904761904763,0.7826789798620785,0.7936507936507936,0.7511904761904763,8,35,20,5,36,22
50,21,0.1,0.7341839447102605,0.7250793650793651,0.7281971566436737,0.7619047619047619,0.7250793650793651,3,35,25,3,38,22
51,21,0.1,0.797014687100894,0.7888888888888889,0.7851104734853974,0.7777777777777778,0.7888888888888889,15,24,24,16,29,18
52,21,0.1,0.7495175075820236,0.7480842911877393,0.7481481481481481,0.7777777777777778,0.7480842911877393,29,28,6,31,26,6
53,21,0.1,0.6805860805860805,0.6761074800290486,0.6695340501792115,0.746031746031746,0.6761074800290486,34,27,2,26,35,2
54,21,0.1,0.54421768707483,0.4984848484848485,0.5068664169787765,0.7936507936507936,0.4984848484848485,22,40,1,14,49,0
55,21,0.1,0.6217948717948718,0.5490196078431372,0.5711831124202259,0.8888888888888888,0.5490196078431372,17,45,1,11,52,0
56,21,0.1,0.5874213836477987,0.5874213836477987,0.5874213836477987,0.9365079365079365,0.5874213836477987,10,53,0,10,53,0
57,21,0.1,0.882051282051282,0.6331262939958592,0.6493197278911564,0.8412698412698413,0.6331262939958592,10,46,7,10,52,1
58,21,0.1,0.6309523809523809,0.3452380952380953,0.38095238095238093,0.8095238095238095,0.3452380952380953,0,56,7,6,56,1
59,21,0.1,0.7975427350427351,0.698187549251379,0.6422647527910685,0.7936507936507936,0.698187549251379,7,47,9,13,48,2
60,21,0.1,0.837950937950938,0.873015873015873,0.8427637721755369,0.873015873015873,0.873015873015873,7,42,14,10,42,11
61,21,0.1,0.8723544973544973,0.9104084321475626,0.8861930783242259,0.873015873015873,0.9104084321475626,7,23,33,8,27,28
