entry_idx,exit_idx,entry_price,exit_price,direction,pnl,candidate,fold
10,17,29912.28125,30445.3515625,-1,-0.019621118624979495,T7_X8,0
46,53,26049.556640625,26047.66796875,1,-0.0018725030333934575,T7_X8,1
25,32,26049.556640625,26047.66796875,1,-0.0018725030333934575,T7_X8,2
4,11,26049.556640625,26047.66796875,1,-0.0018725030333934575,T7_X8,3
48,55,29993.896484375,34538.48046875,-1,-0.15331695901672704,T7_X8,4
29,36,33901.52734375,34667.78125,-1,-0.024402341731699726,T7_X8,5
52,59,36154.76953125,37289.62109375,-1,-0.03318870962845173,T7_X8,5
8,15,33901.52734375,34667.78125,-1,-0.024402341731699726,T7_X8,6
50,57,44080.6484375,41450.22265625,-1,0.057873028289943694,T7_X8,6
49,56,42511.96875,39507.3671875,1,-0.07247660357414051,T7_X8,8
57,62,39845.55078125,42035.59375,1,0.05316330018809934,T7_X8,8
28,35,42511.96875,39507.3671875,1,-0.07247660357414051,T7_X8,9
36,43,39845.55078125,42952.609375,1,0.07617755415171923,T7_X8,9
54,61,47771.27734375,51662.99609375,-1,-0.08326566234761064,T7_X8,9
62,62,52122.546875,52122.546875,-1,-0.0018,T7_X8,9
7,14,42511.96875,39507.3671875,1,-0.07247660357414051,T7_X8,10
15,22,39845.55078125,42952.609375,1,0.07617755415171923,T7_X8,10
38,45,51938.5546875,51304.97265625,-1,0.01039868429266253,T7_X8,10
52,59,61198.3828125,66925.484375,-1,-0.09538256377536528,T7_X8,10
61,62,68498.8828125,69019.7890625,-1,-0.009404594828588103,T7_X8,10
12,19,47771.27734375,51662.99609375,-1,-0.08326566234761064,T7_X8,11
22,29,52284.875,57085.37109375,1,0.09001424061451807,T7_X8,11
31,38,61198.3828125,66925.484375,-1,-0.09538256377536528,T7_X8,11
43,50,71481.2890625,61912.7734375,-1,0.13206042348276237,T7_X8,11
52,59,65491.390625,70744.953125,-1,-0.08201760493805364,T7_X8,11
10,17,61198.3828125,66925.484375,-1,-0.09538256377536528,T7_X8,12
22,29,71481.2890625,61912.7734375,-1,0.13206042348276237,T7_X8,12
30,37,67913.671875,69455.34375,1,0.02090046416924059,T7_X8,12
55,62,65738.7265625,64926.64453125,1,-0.014153175574186496,T7_X8,12
36,43,63811.86328125,66407.2734375,1,0.038872847066238475,T7_X8,13
52,59,59123.43359375,63049.9609375,1,0.06461236993659782,T7_X8,13
2,9,65980.8125,70587.8828125,1,0.06802439497088643,T7_X8,14
13,20,65738.7265625,64926.64453125,1,-0.014153175574186496,T7_X8,14
31,38,59123.43359375,63049.9609375,1,0.06461236993659782,T7_X8,14
45,52,65231.58203125,67929.5625,-1,-0.04316003427691665,T7_X8,14
10,17,59123.43359375,63049.9609375,1,0.06461236993659782,T7_X8,15
24,31,65231.58203125,67929.5625,-1,-0.04316003427691665,T7_X8,15
