fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,fold_11,fold_12,fold_13,fold_14,fold_15,fold_16,fold_17,fold_18,fold_19,fold_20,fold_21,fold_22,fold_23,fold_24,fold_25,fold_26,fold_27,fold_28,fold_29,fold_30,fold_31,fold_32,fold_33,fold_34,fold_35,fold_36,fold_37,fold_38,fold_39,fold_40
0.9803788813750205,1.0,0.9991,0.9981274969666065,1.0,1.0,0.9755976582683002,1.0,1.0,1.0,0.9981798601840768,0.9159092767485022,0.9038032805320325,1.0,1.0529084581913493,1.063654218803655,0.9568399657230834,1.0,1.0191146213592022,1.0863473980516878,1.2205952106161664,1.1065388889850907,1.0,1.0,0.7795455175021935,1.0374849590828579,1.0,0.9991,0.9828926870564506,1.0602689216271952,0.9473433451351031,1.0651783831255055,0.8568630496849636,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0,1.1080110718807137
0.9803788813750205,1.0,0.9991,0.9981274969666065,1.0,1.0,0.9755976582683002,1.0,1.0,0.9991,0.9981798601840768,0.9159092767485022,0.9038032805320325,1.0,1.0529084581913493,1.063654218803655,0.9568399657230834,1.0,1.0191146213592022,1.0863473980516878,1.2205952106161664,1.1065388889850907,1.0,1.0,0.7795455175021935,1.0374849590828579,1.0,0.9991,0.9828926870564506,1.0593146795977306,0.9473433451351031,1.0651783831255055,0.8568630496849636,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0,1.1080110718807137
0.9803788813750205,1.0,0.9991,0.9981274969666065,1.0,0.9991,0.9755976582683002,1.0,1.0,0.9991,0.9981798601840768,0.9159092767485022,0.9038032805320325,1.0,1.0529084581913493,1.063654218803655,0.9568399657230834,1.0,1.0191146213592022,1.1923006136438281,1.2205952106161664,1.1065388889850907,1.0,1.0,0.7795455175021935,1.0374849590828579,1.0,0.9991,0.965204978577125,1.0593146795977306,0.9473433451351031,1.0651783831255055,0.8568630496849636,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,0.9991,1.1080110718807137
0.9803788813750205,1.0,0.9991,0.9981274969666065,1.0,0.9991,0.9755976582683002,1.0,1.0,0.9991,0.9981798601840768,0.9992534829014224,1.0231599245042027,1.0,1.0529084581913493,1.063654218803655,0.9568399657230834,1.0,1.0051827957659722,1.1923006136438281,1.2205952106161664,1.1065388889850907,1.0,1.0,0.7795455175021935,1.0374849590828579,1.0,0.9991,0.965204978577125,1.0593146795977306,0.9473433451351031,1.0642197225806926,0.8568630496849636,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,0.9991,1.1080110718807137
0.9803788813750205,1.0,0.9991,0.9981274969666065,1.0,0.9991,0.9755976582683002,1.0,1.0,0.9991,0.9981798601840768,0.9983541547668111,1.0231599245042027,1.0,1.051960840578977,1.063654218803655,0.9568399657230834,1.0,1.0051827957659722,1.1923006136438281,1.2205952106161664,1.1065388889850907,1.0,1.0,0.7795455175021935,1.0374849590828579,1.0,0.9977162649321546,0.965204978577125,1.0593146795977306,0.9473433451351031,1.0642197225806926,0.8568630496849636,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,0.9991,1.1080110718807137
0.9803788813750205,1.0,0.9991,0.9981274969666065,1.0,0.9991,0.9755976582683002,1.0,1.0,0.9991,0.9981798601840768,0.9983541547668111,1.0231599245042027,1.0,1.051960840578977,1.018663663558505,0.9568399657230834,0.9991,1.0051827957659722,1.1923006136438281,1.2205952106161664,1.1065388889850907,1.0,1.0,0.7795455175021935,1.0365512226196834,1.0,0.9977162649321546,0.965204978577125,1.0593146795977306,0.9473433451351031,1.0642197225806926,0.8568630496849636,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,0.9991,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9991,0.9755976582683002,1.0,1.0,0.9991,0.9981798601840768,0.9983541547668111,1.0231599245042027,1.0,1.051960840578977,1.018663663558505,0.9568399657230834,0.9991,1.0042781312497828,1.1923006136438281,1.2194966749266118,1.1065388889850907,1.0,1.0,0.7795455175021935,1.0365512226196834,1.0,0.9977162649321546,0.965204978577125,1.0593146795977306,0.9473433451351031,1.0642197225806926,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,0.9991,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9991,0.9755976582683002,1.0,1.0,0.9991,0.9981798601840768,0.9983541547668111,1.0231599245042027,1.0,1.051960840578977,1.018663663558505,0.9568399657230834,0.9991,1.0042781312497828,1.1923006136438281,1.2194966749266118,1.1065388889850907,1.0,1.0,0.7795455175021935,1.0365512226196834,1.0,0.9968183202937156,0.965204978577125,1.0593146795977306,0.9473433451351031,1.0642197225806926,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,0.9991,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9991,0.9755976582683002,1.0,1.0,0.9991,0.9981798601840768,0.9983541547668111,1.0231599245042027,1.0,1.051960840578977,1.018663663558505,0.9568399657230834,0.9991,1.0042781312497828,1.1923006136438281,1.2194966749266118,1.1065388889850907,1.0,1.0,0.7795455175021935,1.0365512226196834,1.0,0.9968183202937156,0.965204978577125,1.0593146795977306,0.9473433451351031,1.0642197225806926,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,0.9991,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9991,0.9755976582683002,1.0,1.0,0.9266886253690761,0.9981798601840768,0.9983541547668111,1.0231599245042027,0.9991,1.051960840578977,1.018663663558505,0.9568399657230834,0.9991,1.0042781312497828,1.1923006136438281,1.2194966749266118,1.1065388889850907,1.0,0.9991,0.7788439265364415,1.0365512226196834,1.0,0.9968183202937156,0.965204978577125,1.133206354741688,0.9473433451351031,1.0642197225806926,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,0.9991,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9755976582683002,0.9755976582683002,1.0,1.0,0.9266886253690761,0.9981798601840768,0.9983541547668111,1.0231599245042027,0.9991,1.051960840578977,1.018663663558505,0.9568399657230834,0.9991,1.0042781312497828,1.158743029391491,1.2194966749266118,1.1065388889850907,1.0,0.9991,0.7788439265364415,1.0365512226196834,1.0,0.9968183202937156,0.965204978577125,1.133206354741688,0.9464907361244815,1.0642197225806926,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9755976582683002,0.9755976582683002,1.0,1.0,0.9266886253690761,0.9972814983099111,0.9983541547668111,1.0454853786865235,0.9991,1.051960840578977,1.018663663558505,0.9568399657230834,0.9991,1.0042781312497828,1.158743029391491,1.2194966749266118,1.1065388889850907,1.0,0.9991,0.7788439265364415,1.0365512226196834,1.0,0.9968183202937156,0.9643362940964055,1.133206354741688,0.9464907361244815,1.0574837714447776,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9755976582683002,0.9755976582683002,1.0,1.0,0.9266886253690761,0.9972814983099111,0.9039421238408216,1.0454853786865235,0.9991,1.1209393690013816,1.018663663558505,0.9568399657230834,0.9991,1.0042781312497828,1.158743029391491,1.2194966749266118,1.1065388889850907,1.0,0.9991,0.7788439265364415,1.0365512226196834,1.0,0.9968183202937156,0.9643362940964055,1.133206354741688,0.9464907361244815,1.0565320360504773,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9755976582683002,0.9755976582683002,1.0,1.0,0.9266886253690761,0.9972814983099111,0.9039421238408216,1.0454853786865235,0.9991,1.1209393690013816,1.018663663558505,0.9568399657230834,1.0200326507448725,1.0042781312497828,1.158743029391491,1.2194966749266118,1.1065388889850907,1.0,0.9991,0.7788439265364415,0.996607655138896,1.0,0.9968183202937156,0.9643362940964055,1.133206354741688,0.9464907361244815,1.0565320360504773,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9755976582683002,0.9755976582683002,1.0,1.0,0.9266886253690761,0.9972814983099111,0.9039421238408216,1.0454853786865235,0.9991,1.1209393690013816,1.018663663558505,0.9568399657230834,1.0200326507448725,1.1091080132764068,1.158743029391491,1.3506360682557355,1.1065388889850907,1.0,0.9991,0.7788439265364415,0.996607655138896,1.0,0.9968183202937156,0.9643362940964055,1.133206354741688,0.9464907361244815,1.0565320360504773,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9755976582683002,0.9755976582683002,1.0,1.0,0.9266886253690761,0.9972814983099111,0.9039421238408216,1.0454853786865235,0.9991,1.1209393690013816,1.018663663558505,0.9568399657230834,1.0200326507448725,1.108109816064458,1.158743029391491,1.3506360682557355,1.1065388889850907,1.0,0.9991,0.7788439265364415,0.996607655138896,1.0,0.9837780873350521,0.9643362940964055,1.133206354741688,0.9464907361244815,1.0565320360504773,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9755976582683002,0.9755976582683002,1.0,1.0,0.9266886253690761,0.9972814983099111,0.9031285759293649,1.0454853786865235,0.9991,1.1209393690013816,1.018663663558505,0.9568399657230834,1.0191146213592022,1.108109816064458,1.158743029391491,1.3506360682557355,1.1065388889850907,1.0,0.9991,0.7788439265364415,0.996607655138896,1.0,0.9837780873350521,0.9643362940964055,1.133206354741688,0.9464907361244815,1.0565320360504773,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9755976582683002,0.9755976582683002,1.0,1.0,0.9981798601840768,0.9972814983099111,0.9031285759293649,1.0454853786865235,1.0388728470662385,1.1209393690013816,1.018663663558505,0.9568399657230834,1.0191146213592022,1.108109816064458,1.158743029391491,1.3506360682557355,1.1065388889850907,1.0,0.9483115794649728,0.7829040597890343,0.996607655138896,0.9991,0.9837780873350521,0.9643362940964055,1.133206354741688,0.9464907361244815,1.0565320360504773,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.1080110718807137
0.9803788813750205,1.0,0.9981274969666065,0.9981274969666065,1.0,0.9755976582683002,0.9755976582683002,1.0,1.0,0.9981798601840768,0.9972814983099111,0.9031285759293649,1.0454853786865235,1.0388728470662385,1.1199305235692802,1.018663663558505,0.9568399657230834,1.0191146213592022,1.108109816064458,1.1169846898489402,1.3506360682557355,1.1065388889850907,1.0,0.9483115794649728,0.7829040597890343,0.996607655138896,0.9991,0.9837780873350521,0.9643362940964055,1.133206354741688,0.9623872328456019,1.0565320360504773,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.1080110718807137
0.9803788813750205,0.9991,0.9981274969666065,0.9981274969666065,1.0,0.9755976582683002,0.9755976582683002,1.0,1.0,0.9981798601840768,1.008559617417425,0.9031285759293649,1.0454853786865235,1.0388728470662385,1.1199305235692802,1.018663663558505,0.9568399657230834,1.0191146213592022,1.108109816064458,1.1169846898489402,1.3506360682557355,1.1065388889850907,1.0,0.9483115794649728,0.7829040597890343,0.996607655138896,0.9991,0.9837780873350521,1.0233768417851683,1.133206354741688,0.9623872328456019,1.0565320360504773,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.1080110718807137
0.9803788813750205,0.9991,0.9981274969666065,0.9981274969666065,1.0,0.9755976582683002,0.9755976582683002,1.0,1.0,0.9981798601840768,1.008559617417425,0.9031285759293649,1.0454853786865235,1.0388728470662385,1.1199305235692802,1.018663663558505,0.9568399657230834,1.0191146213592022,1.108109816064458,1.1169846898489402,1.3506360682557355,1.1065388889850907,1.0,0.9483115794649728,0.7829040597890343,0.996607655138896,0.9991,0.9837780873350521,1.0233768417851683,1.133206354741688,0.9623872328456019,0.9894449878503508,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.107013861916021
0.9803788813750205,0.9991,0.9981274969666065,0.9981274969666065,0.9991,0.9755976582683002,0.9755976582683002,1.0,1.0,0.9981798601840768,1.008559617417425,0.9031285759293649,1.0454853786865235,1.0388728470662385,1.1199305235692802,1.018663663558505,0.9568399657230834,1.0191146213592022,1.108109816064458,1.1169846898489402,1.3506360682557355,1.1065388889850907,1.0,0.9483115794649728,0.7829040597890343,1.0279136224577654,0.9991,0.9837780873350521,1.0233768417851683,1.133206354741688,0.9623872328456019,0.9885544873612855,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.107013861916021
0.9803788813750205,0.9991,0.9981274969666065,0.9981274969666065,0.9991,0.9755976582683002,0.9755976582683002,1.0,0.9991,0.9981798601840768,1.008559617417425,0.9031285759293649,1.0454853786865235,1.0388728470662385,1.1199305235692802,1.018663663558505,0.9568399657230834,1.0191146213592022,1.108109816064458,1.1169846898489402,1.3506360682557355,1.1065388889850907,1.0,0.9483115794649728,0.7829040597890343,1.0279136224577654,0.9991,0.9837780873350521,1.0224558026275616,1.133206354741688,0.9623872328456019,0.9885544873612855,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.107013861916021
0.9803788813750205,0.9991,0.9981274969666065,0.9981274969666065,0.9991,0.9755976582683002,0.9747196203758588,1.0,0.9991,0.9981798601840768,1.008559617417425,0.9031285759293649,1.0454853786865235,1.0388728470662385,1.1199305235692802,1.018663663558505,0.9568399657230834,1.0191146213592022,1.2161855554198517,1.1169846898489402,1.3506360682557355,1.1065388889850907,1.0,0.9483115794649728,0.7829040597890343,1.0279136224577654,0.9991,0.9837780873350521,1.0224558026275616,1.133206354741688,0.9615210843360409,0.9885544873612855,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.107013861916021
0.9803788813750205,0.9991,0.9981274969666065,0.9981274969666065,0.9991,0.9755976582683002,0.9747196203758588,1.0,0.9991,0.9981798601840768,1.008559617417425,1.023317103519148,1.0454853786865235,1.0388728470662385,1.1199305235692802,1.018663663558505,0.9568399657230834,1.0051827957659722,1.2161855554198517,1.1169846898489402,1.3506360682557355,1.1065388889850907,1.0,0.9483115794649728,0.7829040597890343,1.0279136224577654,0.9991,0.9837780873350521,1.0224558026275616,1.133206354741688,0.9615210843360409,0.9885544873612855,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.107013861916021
0.9803788813750205,0.9991,0.9981274969666065,0.9981274969666065,0.9991,0.9747196203758588,0.9747196203758588,1.0,0.9991,0.9981798601840768,1.0076519137617492,1.0223961181259806,1.0454853786865235,1.0379378615038788,1.1199305235692802,1.018663663558505,0.9568399657230834,1.0051827957659722,1.2161855554198517,1.1169846898489402,1.3506360682557355,1.1065388889850907,1.0,0.9483115794649728,0.7734351339841335,1.0279136224577654,0.9977162649321546,0.9837780873350521,1.0224558026275616,1.133206354741688,0.9615210843360409,0.9885544873612855,0.8517731591498925,0.9931652013930823,1.0,1.0,1.0,1.0,1.0,1.0668095008309975,1.107013861916021
