fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
0,7,0.1,0.31216931216931215,0.3333333333333333,0.3224043715846994,0.9365079365079365,0.3333333333333333,4,59,0,0,63,0
1,7,0.1,0.4545454545454546,0.6271186440677966,0.49009009009009014,0.8888888888888888,0.6271186440677966,0,59,4,0,52,11
2,7,0.1,0.4666666666666666,0.632768361581921,0.5059523809523809,0.9047619047619048,0.632768361581921,0,59,4,0,53,10
3,7,0.1,0.4666666666666666,0.632768361581921,0.5059523809523809,0.9047619047619048,0.632768361581921,0,59,4,0,53,10
4,7,0.1,0.30158730158730157,0.3333333333333333,0.31666666666666665,0.9047619047619048,0.3333333333333333,5,57,1,0,63,0
5,7,0.1,0.30158730158730157,0.3333333333333333,0.31666666666666665,0.9047619047619048,0.3333333333333333,5,57,1,0,63,0
6,7,0.1,0.2857142857142857,0.3333333333333333,0.3076923076923077,0.8571428571428571,0.3333333333333333,8,54,1,0,63,0
7,7,0.1,0.6559139784946236,0.4444444444444444,0.49453551912568305,0.9682539682539683,0.4444444444444444,3,60,0,1,62,0
8,7,0.1,0.7385057471264368,0.7608286252354048,0.6190883190883191,0.9206349206349206,0.7608286252354048,3,59,1,1,58,4
9,7,0.1,0.39971751412429385,0.6497175141242938,0.4497175141242938,0.9047619047619048,0.6497175141242938,3,59,1,0,59,4
10,7,0.1,0.32045454545454544,0.6226415094339622,0.35802469135802467,0.746031746031746,0.6226415094339622,9,53,1,0,55,8
11,7,0.1,0.2741935483870968,0.3269230769230769,0.2982456140350877,0.8095238095238095,0.3269230769230769,9,52,2,0,62,1
12,7,0.1,0.45081967213114754,0.41037735849056606,0.4152046783625731,0.8412698412698413,0.41037735849056606,6,53,4,0,61,2
13,7,0.1,0.3114754098360656,0.3220338983050847,0.31666666666666665,0.9047619047619048,0.3220338983050847,0,59,4,0,61,2
14,7,0.1,0.3224043715846994,0.3224043715846994,0.3224043715846994,0.9365079365079365,0.3224043715846994,0,61,2,0,61,2
15,7,0.1,0.3333333333333333,0.328042328042328,0.33066666666666666,0.9841269841269841,0.328042328042328,0,63,0,0,62,1
16,7,0.1,0.3169398907103825,0.32222222222222224,0.31955922865013775,0.9206349206349206,0.32222222222222224,0,60,3,0,61,2
17,7,0.1,0.2903225806451613,0.32727272727272727,0.3076923076923077,0.8571428571428571,0.32727272727272727,2,55,6,0,62,1
18,7,0.1,0.42896174863387976,0.363567649281935,0.3515151515151515,0.7777777777777778,0.363567649281935,5,49,9,0,61,2
19,7,0.1,0.4453551912568306,0.38247863247863245,0.38421828908554573,0.8253968253968254,0.38247863247863245,5,52,6,0,61,2
20,7,0.1,0.42105263157894735,0.5321637426900585,0.4580896686159844,0.873015873015873,0.5321637426900585,3,57,3,0,57,6
21,7,0.1,0.328042328042328,0.3333333333333333,0.33066666666666666,0.9841269841269841,0.3333333333333333,1,62,0,0,63,0
22,7,0.1,0.2751322751322751,0.3333333333333333,0.30144927536231886,0.8253968253968254,0.3333333333333333,10,52,1,0,63,0
23,7,0.1,0.6129032258064516,0.3666666666666667,0.3646996278575226,0.8412698412698413,0.3666666666666667,10,52,1,1,62,0
24,7,0.1,0.3601694915254237,0.4807692307692308,0.40540540540540543,0.7936507936507936,0.4807692307692308,9,52,2,0,59,4
25,7,0.1,0.3572261072261072,0.4453551912568306,0.3521670070342637,0.8253968253968254,0.4453551912568306,0,61,2,0,52,11
26,7,0.1,0.32275132275132273,0.3333333333333333,0.3279569892473118,0.9682539682539683,0.3333333333333333,0,61,2,0,63,0
27,7,0.1,0.5160919540229885,0.5216374269005848,0.5188405797101449,0.9206349206349206,0.5216374269005848,1,57,5,0,58,5
28,7,0.1,0.5295454545454545,0.5932539682539683,0.5564135564135565,0.9206349206349206,0.5932539682539683,1,56,6,0,55,8
29,7,0.1,0.5234848484848484,0.592929292929293,0.5532467532467532,0.9047619047619048,0.592929292929293,2,55,6,0,55,8
30,7,0.1,0.544256120527307,0.6553672316384181,0.5887005649717514,0.9365079365079365,0.6553672316384181,2,59,2,1,59,3
31,7,0.1,0.3225806451612903,0.32786885245901637,0.3252032520325203,0.9523809523809523,0.32786885245901637,2,61,0,1,62,0
32,7,0.1,0.328042328042328,0.3333333333333333,0.33066666666666666,0.9841269841269841,0.3333333333333333,1,62,0,0,63,0
33,7,0.1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0,63,0,0,63,0
34,7,0.1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0,63,0,0,63,0
35,7,0.1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0,63,0,0,63,0
36,7,0.1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0,63,0,0,63,0
37,7,0.1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0,63,0,0,63,0
38,7,0.1,0.3225806451612903,0.32786885245901637,0.3252032520325203,0.9523809523809523,0.32786885245901637,0,61,2,0,62,1
39,7,0.1,0.32275132275132273,0.3333333333333333,0.3279569892473118,0.9682539682539683,0.3333333333333333,0,61,2,0,63,0
40,7,0.1,0.48181818181818176,0.5,0.49009009009009014,0.8888888888888888,0.5,0,56,7,0,55,8
