entry_idx,exit_idx,entry_price,exit_price,direction,pnl,candidate,fold
1,22,30688.1640625,29856.5625,-1,0.025298446189428184,T21_X8,0
29,50,29227.390625,29170.34765625,1,-0.0037516955681020535,T21_X8,0
52,62,26664.55078125,26089.693359375,1,-0.023358863923529087,T21_X8,0
8,29,29227.390625,29170.34765625,1,-0.0037516955681020535,T21_X8,1
31,52,26664.55078125,26240.1953125,1,-0.017714592832683257,T21_X8,1
54,62,25895.677734375,26534.1875,1,0.02285700153417555,T21_X8,1
10,31,26664.55078125,26240.1953125,1,-0.017714592832683257,T21_X8,2
33,54,25895.677734375,26967.916015625,1,0.039606071401122905,T21_X8,2
56,62,27530.78515625,27935.08984375,-1,-0.016485548748623877,T21_X8,2
1,22,27727.392578125,27211.1171875,1,-0.020419687703066087,T21_X8,3
50,62,28415.748046875,34538.48046875,-1,-0.21726968996821264,T21_X8,3
29,50,28415.748046875,35443.5625,-1,-0.24912111368427897,T21_X8,4
51,62,35655.27734375,37386.546875,-1,-0.0503557723912495,T21_X8,4
8,29,28415.748046875,35443.5625,-1,-0.24912111368427897,T21_X8,5
30,51,35655.27734375,37858.4921875,-1,-0.06359211067435998,T21_X8,5
54,62,39476.33203125,43779.69921875,-1,-0.11081132314150656,T21_X8,5
1,22,34667.78125,35813.8125,-1,-0.03485753090270235,T21_X8,6
24,45,37289.62109375,43023.97265625,-1,-0.15557875650930433,T21_X8,6
46,62,41929.7578125,42265.1875,-1,-0.009799800261188308,T21_X8,6
12,33,39476.33203125,43739.54296875,-1,-0.1097940997082805,T21_X8,7
34,55,43016.1171875,41796.26953125,-1,0.026557921077183463,T21_X8,7
56,62,42511.96875,41545.78515625,1,-0.024527331200110556,T21_X8,7
1,22,41450.22265625,44957.96875,-1,-0.08642550666711775,T21_X8,8
23,44,42848.17578125,40077.07421875,-1,0.0628725680142633,T21_X8,8
45,62,39933.80859375,48293.91796875,1,0.2075491622611832,T21_X8,8
2,23,42848.17578125,40077.07421875,-1,0.0628725680142633,T21_X8,9
24,45,39933.80859375,51938.5546875,1,0.2988161074160317,T21_X8,9
46,62,52160.203125,63167.37109375,-1,-0.21282617147352223,T21_X8,9
1,22,39845.55078125,49742.44140625,1,0.2465813231578455,T21_X8,10
23,44,51826.6953125,66106.8046875,-1,-0.2773357888226341,T21_X8,10
45,62,66925.484375,67234.171875,-1,-0.006412405915067388,T21_X8,10
1,22,49742.44140625,63801.19921875,-1,-0.28443103730034364,T21_X8,11
23,44,66106.8046875,69455.34375,-1,-0.05245347021882558,T21_X8,11
45,62,70744.953125,65738.7265625,-1,0.06896443394703289,T21_X8,11
1,22,63801.19921875,69987.8359375,-1,-0.0987674049156722,T21_X8,12
23,44,69455.34375,61276.69140625,1,-0.11955411224208361,T21_X8,12
45,62,63512.75390625,64031.1328125,1,0.006361808052209003,T21_X8,12
1,22,69987.8359375,63811.86328125,-1,0.08644351508403861,T21_X8,13
23,44,61276.69140625,61187.94140625,1,-0.0032483484333644657,T21_X8,13
45,62,63049.9609375,68518.09375,1,0.08492698176483307,T21_X8,13
1,22,63811.86328125,62334.81640625,1,-0.024946900890355356,T21_X8,14
23,44,61187.94140625,67578.09375,1,0.10263483138815457,T21_X8,14
46,62,67491.4140625,66639.046875,-1,0.010829268468292437,T21_X8,14
1,22,62334.81640625,68296.21875,1,0.09383519534409474,T21_X8,15
23,44,67578.09375,64960.296875,-1,0.036937358953692,T21_X8,15
45,62,64828.65625,55849.109375,1,-0.14031200062472374,T21_X8,15
1,22,68296.21875,65140.74609375,-1,0.0444027431972579,T21_X8,16
23,44,64960.296875,57742.49609375,1,-0.11291095743818519,T21_X8,16
45,62,57344.9140625,68255.8671875,1,0.1884688896369815,T21_X8,16
7,28,60277.4140625,64870.15234375,1,0.0743933528947993,T21_X8,17
29,50,65097.1484375,56034.31640625,-1,0.1374201079276346,T21_X8,17
51,62,55027.4609375,58483.96484375,1,0.061014163098964076,T21_X8,17
1,22,58009.2265625,66201.015625,1,0.1394152781191462,T21_X8,18
26,47,60680.09375,64178.9921875,1,0.0558613881302713,T21_X8,18
48,62,64333.54296875,54841.56640625,-1,0.14574319635575994,T21_X8,18
1,22,66201.015625,59012.79296875,-1,0.10678175797435133,T21_X8,19
23,44,61175.19140625,57343.171875,1,-0.06444009058512727,T21_X8,19
45,62,58127.01171875,65635.3046875,1,0.12737046217822434,T21_X8,19
1,22,59012.79296875,57648.7109375,1,-0.024915022398149234,T21_X8,20
23,44,57343.171875,60632.78515625,1,0.055567131494241216,T21_X8,20
45,62,60759.40234375,69001.703125,1,0.13385473759301786,T21_X8,20
1,22,57648.7109375,60837.0078125,1,0.053505605678791326,T21_X8,21
23,44,60632.78515625,66432.1953125,1,0.0938480910666562,T21_X8,21
45,62,68161.0546875,80474.1875,-1,-0.18244762743112447,T21_X8,21
1,22,60837.0078125,67361.40625,-1,-0.10904390748486896,T21_X8,22
23,44,66432.1953125,90584.1640625,-1,-0.36535819097032796,T21_X8,22
45,62,87250.4296875,97279.7890625,-1,-0.11674911155075794,T21_X8,22
1,22,67361.40625,87955.8125,-1,-0.3075300522136888,T21_X8,23
23,44,90584.1640625,98768.53125,-1,-0.09215097107981329,T21_X8,23
45,62,96593.5703125,95104.9375,-1,0.013611303337105852,T21_X8,23
1,22,87955.8125,96002.1640625,-1,-0.09328174900322818,T21_X8,24
23,44,98768.53125,99299.1953125,1,0.003572805040066848,T21_X8,24
45,62,95795.515625,94488.4375,1,-0.015444460458010087,T21_X8,24
1,22,96002.1640625,98676.09375,1,0.026052806377981227,T21_X8,25
23,44,99299.1953125,100504.4921875,1,0.010338032651794053,T21_X8,25
46,62,104462.0390625,97688.9765625,-1,0.06303754826906695,T21_X8,25
1,22,98676.09375,96534.046875,1,-0.023507860471523784,T21_X8,26
25,46,104462.0390625,96529.0859375,-1,0.07414101356047327,T21_X8,26
47,62,96482.453125,96273.921875,1,-0.003961338598323497,T21_X8,26
1,22,96534.046875,97871.8203125,1,0.01205804781635495,T21_X8,27
23,44,96615.4453125,84347.0234375,1,-0.12878199377250837,T21_X8,27
45,62,84704.2265625,82579.6875,1,-0.026881854220490213,T21_X8,27
2,23,96615.4453125,84347.0234375,1,-0.12878199377250837,T21_X8,28
24,45,84704.2265625,84167.1953125,1,-0.008140076189748869,T21_X8,28
46,62,84043.2421875,78214.484375,-1,0.06755427121547827,T21_X8,28
1,22,88736.171875,82718.5,1,-0.06961531981655592,T21_X8,29
23,44,86854.2265625,82573.953125,1,-0.0510811185696292,T21_X8,29
46,62,83404.8359375,93754.84375,1,0.12229361754821809,T21_X8,29
1,22,82718.5,76271.953125,1,-0.07973355627822071,T21_X8,30
23,44,82573.953125,94207.3125,1,0.13908412792093755,T21_X8,30
45,62,96492.3359375,106446.0078125,-1,-0.10495505141721505,T21_X8,30
1,22,76271.953125,94284.7890625,1,0.23436591944327503,T21_X8,31
23,44,94207.3125,109678.078125,-1,-0.1660204327291472,T21_X8,31
45,62,111673.28125,105793.6484375,-1,0.05085030942663377,T21_X8,31
1,22,94284.7890625,106791.0859375,-1,-0.13444384424416286,T21_X8,32
23,44,109678.078125,108686.625,-1,0.007239665372965798,T21_X8,32
45,62,105929.0546875,108385.5703125,-1,-0.024990196799612122,T21_X8,32
1,22,106791.0859375,110257.234375,-1,-0.03425728243206161,T21_X8,33
23,44,108686.625,108859.3203125,-1,-0.0033889288355397913,T21_X8,33
45,62,109647.9765625,117300.7890625,-1,-0.07159437961299588,T21_X8,33
2,23,108686.625,108859.3203125,-1,-0.0033889288355397913,T21_X8,34
24,45,109647.9765625,118368.0,-1,-0.08132744511002932,T21_X8,34
54,62,112526.9140625,119306.7578125,1,0.05845086359548011,T21_X8,34
11,32,117516.9921875,113320.0859375,-1,0.0339131864241707,T21_X8,35
34,55,114217.671875,113458.4296875,1,-0.008447326766832682,T21_X8,35
57,62,111802.65625,108236.7109375,1,-0.03369499634540213,T21_X8,35
2,23,118754.9609375,123344.0625,-1,-0.04044345140844445,T21_X8,36
24,45,118359.578125,110723.6015625,-1,0.06271507079921844,T21_X8,36
