fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,fold_11,fold_12,fold_13,fold_14,fold_15,fold_16,fold_17,fold_18,fold_19,fold_20,fold_21,fold_22,fold_23,fold_24,fold_25,fold_26,fold_27,fold_28,fold_29,fold_30,fold_31,fold_32,fold_33,fold_34,fold_35,fold_36,fold_37,fold_38,fold_39
0.9991,0.9991,0.9991,0.9991,1.0,0.9991,0.9991,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
0.9991,0.9991,0.9991,0.9991,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
0.9991,0.9991,0.9991,0.9991,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
0.9991,0.9991,0.9991,0.9991,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
0.9991,0.9991,0.9991,0.9991,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
0.9991,0.9991,0.9991,0.9991,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
0.9991,0.9991,0.9991,0.9991,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
0.9991,0.9991,0.9991,0.9991,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
0.9991,0.9991,0.9991,0.9991,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
0.9991,0.9991,0.9991,0.9991,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
0.9991,0.9991,0.9991,0.9991,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
0.9991,0.9991,0.9991,0.9991,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
1.0252984461894281,0.9991,0.9991,0.9795803122969339,1.0,0.9991,0.9651424690972976,0.9991,0.9127522762888826,0.9991,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,0.9991,1.1394152781191462,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9764921395284762,1.0111471955733202,0.9991,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9991,0.9991,0.9991,0.9991,1.0055193324984588,0.9991
1.0252984461894281,0.9991,0.9991,0.9795803122969339,1.0,0.9991,0.96427384087511,0.9991,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,0.9991,1.1394152781191462,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9764921395284762,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,0.9991,0.9586929476978232,0.9991,1.0055193324984588,0.9991
1.0252984461894281,0.9991,0.9991,0.9795803122969339,1.0,0.9991,0.96427384087511,0.9991,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,0.9991,1.1394152781191462,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,0.9991,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9991
1.0252984461894281,0.9991,0.9991,0.9795803122969339,1.0,0.9991,0.96427384087511,0.9991,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,0.9991,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,0.9991,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0252984461894281,0.9991,0.9991,0.9795803122969339,1.0,0.9991,0.96427384087511,0.9991,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,0.9991,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,0.9991,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0252984461894281,0.9991,0.9991,0.9795803122969339,1.0,0.9991,0.96427384087511,0.9991,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,0.9991,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,0.9991,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9991,0.9991,0.9795803122969339,0.9991,0.9991,0.96427384087511,0.9991,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,0.9991,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9962483044318979,0.9991,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.9991,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,0.9991,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9991,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.9991,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,0.9991,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9822854071673167,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.9991,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,0.9991,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.9991,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,1.0339131864241706,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.889404714981457,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,1.0329826645563889,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.889404714981457,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,1.0329826645563889,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.889404714981457,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,1.0329826645563889,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.889404714981457,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,1.0329826645563889,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.889404714981457,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,1.0329826645563889,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.889404714981457,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,1.0329826645563889,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.889404714981457,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,1.0329826645563889,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.889404714981457,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,1.0329826645563889,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.889404714981457,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,1.0329826645563889,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.889404714981457,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,1.0329826645563889,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.889404714981457,0.9127522762888826,1.0619159827030504,1.2454593999670034,0.7149249506332267,0.9004214857487519,1.085465715920463,0.974175551320446,1.092850743668285,1.0434627807283803,1.073426398877194,1.138389804368839,1.1057856543921745,0.9742074011220091,1.0525574506336803,0.8901542320318675,0.6918467248333036,0.9059022045708748,1.025129358852241,0.9756132966029006,1.0111471955733202,0.870433910021887,0.929547333971279,0.9194382039224297,1.233254990115776,0.8647771552156568,0.9648735491221272,0.9957141212004122,1.0329826645563889,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.96427384087511,0.889404714981457,0.970139355860029,1.0619159827030504,0.90004893483059,0.6774246560264914,0.792772394376362,1.081939745062682,1.0751275095312607,1.1332177638699699,0.9256443991052277,1.073426398877194,1.138389804368839,1.0345287266554086,1.0283413118828186,1.1513379581136374,0.5649290921321228,0.6280923773015262,0.9091388165331732,1.0366601737927819,0.9756132966029006,0.8809296437299077,0.870433910021887,0.8828595900196271,1.0473174646921741,1.0285094629913747,0.8710378524416036,0.9616036613288577,0.9957141212004122,1.0329826645563889,0.9586929476978232,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.8142533157773096,0.889404714981457,0.970139355860029,1.379233583057246,0.90004893483059,0.6774246560264914,0.792772394376362,1.081939745062682,1.0741598947726825,1.1332177638699699,0.9256443991052277,1.073426398877194,1.138389804368839,1.0345287266554086,1.0283413118828186,1.1513379581136374,0.5649290921321228,0.6280923773015262,0.9091388165331732,1.0357271796363683,0.9756132966029006,0.8809296437299077,0.8633485116761678,0.8820650163886095,1.0473174646921741,1.0285094629913747,0.8710378524416036,0.9616036613288577,0.9155592389782851,1.0329826645563889,1.0197352054723285,1.0627150707992183,1.00461436509921,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.8142533157773096,0.889404714981457,0.970139355860029,1.379233583057246,0.90004893483059,0.6774246560264914,0.792772394376362,1.081939745062682,1.0741598947726825,1.1332177638699699,0.9256443991052277,1.073426398877194,1.138389804368839,1.0345287266554086,1.0283413118828186,1.1513379581136374,0.5649290921321228,0.6280923773015262,0.9091388165331732,1.0357271796363683,1.047946255256114,0.8809296437299077,0.8633485116761678,0.8820650163886095,1.0473174646921741,1.0285094629913747,0.8710378524416036,0.9616036613288577,0.9155592389782851,1.0329826645563889,1.0197352054723285,1.0627150707992183,0.9730920056239687,0.9677506679121559
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.8142533157773096,0.889404714981457,0.970139355860029,1.379233583057246,0.90004893483059,0.6774246560264914,0.792772394376362,1.081939745062682,1.0741598947726825,1.1332177638699699,0.9256443991052277,1.073426398877194,1.20198183907423,1.0345287266554086,1.0283413118828186,1.1513379581136374,0.5649290921321228,0.6280923773015262,0.9091388165331732,1.0357271796363683,1.047946255256114,0.8809296437299077,0.8633485116761678,0.8820650163886095,1.0473174646921741,1.0285094629913747,0.8710378524416036,0.9616036613288577,0.9155592389782851,1.0329826645563889,1.0197352054723285,1.0627150707992183,0.9730920056239687,0.9216273463005368
1.0243756775878576,0.9953516809579093,0.9814013503008662,0.9795803122969339,0.9991,0.7502030953180369,0.8142533157773096,0.889404714981457,0.970139355860029,1.379233583057246,0.90004893483059,0.6774246560264914,0.792772394376362,1.081939745062682,1.0741598947726825,1.1332177638699699,0.9256443991052277,1.073426398877194,1.20198183907423,1.0345287266554086,1.0283413118828186,1.1513379581136374,0.5649290921321228,0.6280923773015262,0.9091388165331732,1.0357271796363683,1.047946255256114,0.8809296437299077,0.8633485116761678,0.8820650163886095,1.0473174646921741,1.0285094629913747,0.8710378524416036,0.9616036613288577,0.9155592389782851,1.0329826645563889,1.0197352054723285,1.0627150707992183,0.9730920056239687,0.9216273463005368
