fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_train_-1,y_train_0,y_train_1,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
0,14,0.1,0.7404408457040036,0.7261904761904763,0.6063864450961225,0.6349206349206349,0.7261904761904763,442,599,459,12,28,23,19,5,39
1,14,0.1,0.5528455284552846,0.5,0.4869281045751634,0.7142857142857143,0.5,454,608,459,0,36,27,4,18,41
2,14,0.1,0.5518207282913165,0.4946236559139785,0.4961948249619483,0.7301587301587301,0.4946236559139785,454,619,469,1,31,31,4,17,42
3,14,0.1,0.5724137931034483,0.591919191919192,0.5742584213172449,0.7142857142857143,0.591919191919192,454,627,482,5,36,22,5,29,29
4,14,0.1,0.7397787397787399,0.7521303258145363,0.7438718748089737,0.746031746031746,0.7521303258145363,454,644,486,14,30,19,14,27,22
5,14,0.1,0.77703081232493,0.7298881673881673,0.7415606624967789,0.746031746031746,0.7298881673881673,455,650,500,14,33,16,17,35,11
6,14,0.1,0.6336219336219336,0.6849446849446849,0.6451045408492216,0.6349206349206349,0.6849446849446849,459,663,504,14,27,22,21,20,22
7,14,0.1,0.788301282051282,0.7907051282051283,0.7839080459770115,0.7777777777777778,0.7907051282051283,468,674,505,5,32,26,5,26,32
8,14,0.1,0.7482456140350878,0.8353535353535353,0.7822428700477481,0.7777777777777778,0.8353535353535353,469,683,516,4,44,15,5,38,20
9,14,0.1,0.6086956521739131,0.6363636363636364,0.6190476190476191,0.9365079365079365,0.6363636363636364,473,690,526,0,44,19,0,40,23
10,14,0.1,0.6078431372549019,0.6394557823129251,0.620224204987417,0.9365079365079365,0.6394557823129251,473,706,531,0,49,14,1,45,17
11,14,0.1,0.625,0.6462585034013606,0.6339181286549708,0.9523809523809523,0.6462585034013606,473,727,531,0,49,14,1,46,16
12,14,0.1,0.6190476190476191,0.6339869281045751,0.6238435104414486,0.9206349206349206,0.6339869281045751,473,734,545,12,51,0,14,46,3
13,14,0.1,0.6491228070175438,0.6592592592592593,0.6539123393055978,0.9841269841269841,0.6592592592592593,473,755,545,18,45,0,19,44,0
14,14,0.1,0.7390819390819391,0.8962962962962964,0.7725687058623331,0.8571428571428571,0.8962962962962964,473,776,545,25,36,2,21,37,5
15,14,0.1,0.7893518518518517,0.8841269841269841,0.8109984639016897,0.8412698412698413,0.8841269841269841,485,785,545,28,30,5,22,32,9
16,14,0.1,0.7691450849345586,0.8686868686868686,0.7962081431679509,0.8253968253968254,0.8686868686868686,491,800,545,22,36,5,19,35,9
17,14,0.1,0.7891737891737892,0.8190476190476189,0.8013468013468014,0.8571428571428571,0.8190476190476189,498,812,547,15,42,6,18,39,6
18,14,0.1,0.6484848484848484,0.432183908045977,0.49726085124315206,0.8571428571428571,0.432183908045977,513,815,550,0,58,5,6,55,2
19,14,0.1,0.5388888888888889,0.46091954022988507,0.48870056497175146,0.9365079365079365,0.46091954022988507,513,836,550,0,58,5,0,60,3
20,14,0.1,0.8820861678004536,0.9654195011337868,0.9120378586217095,0.9682539682539683,0.9654195011337868,513,854,553,12,49,2,11,49,3
21,14,0.1,0.6477987421383647,0.5767973856209151,0.6062271062271062,0.9365079365079365,0.5767973856209151,513,873,555,12,51,0,9,53,1
22,14,0.1,0.979591836734694,0.9166666666666666,0.9418546365914787,0.9523809523809523,0.9166666666666666,513,894,555,12,46,5,9,49,5
23,14,0.1,0.6388888888888888,0.6602564102564102,0.6489376670887858,0.9841269841269841,0.6602564102564102,525,903,555,0,52,11,0,51,12
24,14,0.1,0.6388888888888888,0.6602564102564102,0.6489376670887858,0.9841269841269841,0.6602564102564102,525,924,555,0,52,11,0,51,12
25,14,0.1,0.7523809523809524,0.9338624338624338,0.7999999999999999,0.9365079365079365,0.9338624338624338,525,940,560,2,54,7,5,51,7
26,14,0.1,0.5614035087719298,0.6326530612244898,0.5862455197132617,0.9047619047619048,0.6326530612244898,525,955,566,13,49,1,19,44,0
27,14,0.1,0.5476190476190476,0.6018912529550827,0.5663753641281731,0.873015873015873,0.6018912529550827,525,976,566,15,47,1,21,42,0
28,14,0.1,0.5550935550935551,0.5885167464114832,0.562962962962963,0.8571428571428571,0.5885167464114832,527,994,567,19,44,0,26,37,0
29,14,0.1,0.7911770768913625,0.9373219373219372,0.8501650165016502,0.9206349206349206,0.9373219373219372,538,1004,567,9,52,2,11,49,3
30,14,0.1,0.7878787878787877,0.9513888888888888,0.847077118514138,0.8888888888888888,0.9513888888888888,540,1023,567,7,48,8,11,41,11
31,14,0.1,0.7792022792022792,0.9206349206349206,0.8218264347296605,0.8412698412698413,0.9206349206349206,546,1038,567,13,42,8,18,32,13
32,14,0.1,0.8638888888888889,0.9029982363315696,0.8783372105904509,0.9206349206349206,0.9029982363315696,547,1056,569,29,27,7,30,24,9
33,14,0.1,0.7155555555555555,0.7927609427609429,0.7391922498305478,0.7936507936507936,0.7927609427609429,547,1071,575,36,22,5,30,25,8
34,14,0.1,0.7921146953405018,0.7854938271604938,0.7762099076929466,0.7777777777777778,0.7854938271604938,559,1080,575,24,27,12,17,31,15
35,14,0.1,0.6524547803617571,0.6038037166085947,0.5865079365079365,0.746031746031746,0.6038037166085947,576,1083,576,8,41,14,2,43,18
36,14,0.1,0.765993265993266,0.7946169772256729,0.7730764820548103,0.8412698412698413,0.7946169772256729,583,1093,580,7,46,10,10,44,9
37,14,0.1,0.586022386022386,0.7811391223155928,0.6207070707070707,0.7142857142857143,0.7811391223155928,583,1107,587,7,51,5,11,37,15
38,14,0.1,0.6885964912280702,0.6611295681063123,0.5491120035698348,0.6349206349206349,0.6611295681063123,584,1124,590,14,43,6,4,40,19
39,14,0.1,0.7440476190476191,0.7016402714932127,0.6924242424242424,0.7142857142857143,0.7016402714932127,590,1139,590,13,34,16,7,32,24
40,14,0.1,0.9249999999999999,0.8183006535947713,0.8475172019772957,0.8571428571428571,0.8183006535947713,590,1158,592,17,31,15,10,40,13
41,14,0.1,0.7703823953823954,0.7534722222222222,0.7603529087400055,0.7619047619047619,0.7534722222222222,598,1167,596,15,32,16,16,33,14
42,14,0.1,0.641095128900007,0.7148407148407149,0.6683760683760683,0.7301587301587301,0.7148407148407149,603,1173,606,13,44,6,13,41,9
43,14,0.1,0.7774891774891776,0.755428024868484,0.7640733712839974,0.7936507936507936,0.755428024868484,607,1189,607,17,41,5,14,44,5
44,14,0.1,0.5864745011086475,0.5747126436781609,0.5718071012188659,0.8571428571428571,0.5747126436781609,613,1199,612,29,33,1,22,41,0
45,14,0.1,0.6357894736842105,0.6410256410256411,0.6380498145204028,0.9523809523809523,0.6410256410256411,616,1217,612,26,36,1,25,38,0
46,14,0.1,0.8891391391391391,0.9163185742133111,0.9014814814814814,0.9365079365079365,0.9163185742133111,624,1230,612,18,38,7,18,37,8
47,14,0.1,0.6871980676328503,0.9020664869721474,0.7363636363636363,0.8571428571428571,0.9020664869721474,642,1232,613,3,53,7,9,46,8
48,14,0.1,0.6339869281045751,0.6543875411799941,0.5979020979020979,0.8095238095238095,0.6543875411799941,642,1253,613,3,53,7,8,51,4
49,14,0.1,0.7326530612244898,0.7146464646464645,0.7230404189167076,0.8571428571428571,0.7146464646464645,642,1268,619,4,48,11,4,49,10
50,14,0.1,0.5787234042553192,0.5912698412698413,0.5846339987900787,0.8888888888888888,0.5912698412698413,645,1285,620,1,48,14,1,47,15
51,14,0.1,0.5803571428571429,0.571975131516021,0.5717047239337925,0.8253968253968254,0.571975131516021,645,1306,620,5,41,17,1,48,14
52,14,0.1,0.763888888888889,0.7154761904761905,0.732516339869281,0.7777777777777778,0.7154761904761905,646,1316,630,16,40,7,18,40,5
53,14,0.1,0.6898395721925134,0.648989898989899,0.6636363636363636,0.8095238095238095,0.648989898989899,646,1333,634,16,44,3,17,44,2
54,14,0.1,0.5416666666666666,0.5784313725490197,0.5566778900112234,0.8888888888888888,0.5784313725490197,650,1347,637,12,51,0,15,48,0
55,14,0.1,0.4666666666666666,0.6502732240437158,0.5154061624649859,0.9523809523809523,0.6502732240437158,662,1356,637,2,61,0,5,58,0
56,14,0.1,0.5555555555555555,0.6612021857923497,0.5972451790633609,0.9841269841269841,0.6612021857923497,662,1377,637,2,61,0,3,60,0
57,14,0.1,0.5499999999999999,0.6611111111111111,0.5944444444444444,0.9682539682539683,0.6611111111111111,662,1398,637,2,60,1,3,60,0
58,14,0.1,0.328042328042328,0.3333333333333333,0.33066666666666666,0.9841269841269841,0.3333333333333333,664,1417,637,0,62,1,0,63,0
59,14,0.1,0.6451612903225806,0.4166666666666667,0.45555555555555555,0.9365079365079365,0.4166666666666667,664,1438,637,4,58,1,1,62,0
60,14,0.1,0.9060606060606061,0.730260047281324,0.7616593028964163,0.8888888888888888,0.730260047281324,664,1458,638,6,47,10,2,50,11
61,14,0.1,0.9183673469387754,0.6055555555555556,0.6446860632907144,0.8095238095238095,0.6055555555555556,664,1479,638,6,37,20,1,49,13
62,14,0.1,0.9224806201550387,0.8809523809523809,0.883676582761251,0.8412698412698413,0.8809523809523809,668,1496,638,2,33,28,2,43,18
