fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
0,21,0.06,0.8306878306878307,0.8468253968253968,0.8124579124579125,0.8095238095238095,0.8468253968253968,15,28,20,18,17,28
1,21,0.06,0.5499999999999999,0.5146384479717813,0.5255791962174942,0.7777777777777778,0.5146384479717813,1,27,35,3,20,40
2,21,0.06,0.7184287317620651,0.7212725546058879,0.7193692291731507,0.7777777777777778,0.7212725546058879,10,27,26,11,27,25
3,21,0.06,0.7644133644133645,0.7640432098765432,0.757239221074124,0.746031746031746,0.7640432098765432,20,27,16,26,22,15
4,21,0.06,0.5325757575757576,0.5334084084084084,0.5320910973084886,0.7936507936507936,0.5334084084084084,37,24,2,40,22,1
5,21,0.06,0.5201465201465202,0.43009259259259264,0.447333034513671,0.7777777777777778,0.43009259259259264,45,16,2,52,7,4
6,21,0.06,0.40918803418803423,0.4142441860465116,0.37134502923976603,0.6666666666666666,0.4142441860465116,43,16,4,52,3,8
7,21,0.06,0.5179824561403509,0.5684407096171802,0.5185712027817291,0.6507936507936508,0.5684407096171802,34,15,14,40,4,19
8,21,0.06,0.6165064102564103,0.6003361955385943,0.5932028549124567,0.6984126984126984,0.6003361955385943,29,11,23,32,5,26
9,21,0.06,0.6526143790849673,0.6996891996891996,0.6437574380612355,0.8095238095238095,0.6996891996891996,39,2,22,40,6,17
10,21,0.06,0.5925925925925926,0.5238095238095238,0.5504469987228608,0.8253968253968254,0.5238095238095238,42,0,21,45,3,15
11,21,0.06,0.48412698412698413,0.5034100596760444,0.490829346092504,0.7777777777777778,0.5034100596760444,46,0,17,42,0,21
12,21,0.06,0.5341880341880342,0.5240027045300879,0.5255449297837512,0.7936507936507936,0.5240027045300879,29,0,34,24,0,39
13,21,0.06,0.5444444444444444,0.5057123655913979,0.4996907854050711,0.7619047619047619,0.5057123655913979,31,0,32,18,0,45
14,21,0.06,0.5138600138600139,0.5759139784946237,0.5424836601307189,0.7777777777777778,0.5759139784946237,25,7,31,26,0,37
15,21,0.06,0.5702284946236559,0.6464646464646465,0.6018993352326686,0.8571428571428571,0.6464646464646465,23,7,33,31,0,32
16,21,0.06,0.5809811827956989,0.65625,0.6138257575757575,0.873015873015873,0.65625,24,7,32,31,0,32
17,21,0.06,0.6396514161220043,0.6222222222222222,0.6306878306878306,0.9523809523809523,0.6222222222222222,18,0,45,17,1,45
18,21,0.06,0.6291341508732813,0.6210144927536231,0.6250229315721886,0.9365079365079365,0.6210144927536231,23,0,40,23,1,39
19,21,0.06,0.6265151515151516,0.604561403508772,0.6141116566648481,0.9206349206349206,0.604561403508772,25,0,38,22,1,40
20,21,0.06,0.8111111111111112,0.742528735632184,0.7655367231638418,0.873015873015873,0.742528735632184,29,5,29,30,3,30
21,21,0.06,0.538500506585613,0.5541666666666667,0.5432950191570881,0.7936507936507936,0.5541666666666667,40,7,16,47,2,14
22,21,0.06,0.52,0.5128205128205128,0.511142278323204,0.7936507936507936,0.5128205128205128,43,7,13,50,3,10
23,21,0.06,0.7298534798534799,0.6197278911564625,0.6219193347906219,0.8412698412698413,0.6197278911564625,49,4,10,52,7,4
24,21,0.06,0.5166666666666667,0.46832579185520357,0.4612159329140461,0.6507936507936508,0.46832579185520357,34,3,26,19,4,40
25,21,0.06,0.5924731182795698,0.5747863247863249,0.5598997493734336,0.6984126984126984,0.5747863247863249,33,4,26,22,10,31
26,21,0.06,0.7340958605664488,0.7344054580896686,0.7314814814814815,0.8095238095238095,0.7344054580896686,19,8,36,17,10,36
27,21,0.06,0.7013888888888888,0.5914786967418546,0.6149272612270714,0.7936507936507936,0.5914786967418546,19,7,37,12,3,48
28,21,0.06,0.8161616161616161,0.5530303030303031,0.5826025826025826,0.7777777777777778,0.5530303030303031,8,11,44,6,2,55
29,21,0.06,0.8793650793650793,0.6197979797979798,0.6533333333333333,0.7936507936507936,0.6197979797979798,25,5,33,20,1,42
30,21,0.06,0.6717325227963525,0.5915584415584415,0.6098901098901099,0.8095238095238095,0.5915584415584415,44,5,14,47,2,14
31,21,0.06,0.844017094017094,0.6759259259259259,0.6806295776842761,0.8571428571428571,0.6759259259259259,45,8,10,48,2,13
32,21,0.06,0.759173126614987,0.7053872053872053,0.6301234567901234,0.7142857142857143,0.7053872053872053,32,22,9,43,5,15
33,21,0.06,0.7407407407407408,0.7083333333333334,0.5778879566064921,0.6666666666666666,0.7083333333333334,31,24,8,45,3,15
34,21,0.06,0.6767676767676768,0.8065134099616857,0.708994708994709,0.7301587301587301,0.8065134099616857,30,29,4,33,22,8
35,21,0.06,0.8015037593984963,0.7857142857142857,0.7763275522975147,0.7619047619047619,0.7857142857142857,28,21,14,19,30,14
36,21,0.06,0.7866102036700949,0.761283550757235,0.7691862985980634,0.7619047619047619,0.761283550757235,18,26,19,19,29,15
37,21,0.06,0.8745098039215686,0.8706140350877193,0.8666666666666666,0.873015873015873,0.8706140350877193,20,19,24,25,17,21
38,21,0.06,0.8795238095238096,0.8739495798319328,0.8671709706402342,0.873015873015873,0.8739495798319328,18,17,28,24,14,25
39,21,0.06,0.8706577974870658,0.9363636363636364,0.8994397759103642,0.9206349206349206,0.9363636363636364,9,10,44,11,11,41
