entry_idx,exit_idx,entry_price,exit_price,direction,pnl,candidate,fold
2,16,30027.296875,30514.166015625,-1,-0.018014218104672467,T14_X10,0
60,62,26049.556640625,26189.583984375,1,0.003575421381706877,T14_X10,0
39,53,26049.556640625,25800.724609375,1,-0.011352255905267101,T14_X10,1
19,33,26096.205078125,25868.798828125,1,-0.010514150173146134,T14_X10,2
52,62,26567.6328125,27983.75,-1,-0.05510234716409212,T14_X10,2
1,15,26031.65625,25779.982421875,1,-0.01146799137588489,T14_X10,3
22,36,25833.34375,26217.25,1,0.013060881104483425,T14_X10,3
61,62,29918.412109375,29993.896484375,-1,-0.004323007395046437,T14_X10,3
40,54,29918.412109375,35082.1953125,-1,-0.1743954968548253,T14_X10,4
55,62,35049.35546875,37054.51953125,-1,-0.059009727131439094,T14_X10,4
20,34,29993.896484375,35049.35546875,-1,-0.17034959098123803,T14_X10,5
1,15,33901.52734375,35443.5625,-1,-0.047285713390263696,T14_X10,6
43,57,44080.6484375,42270.52734375,-1,0.03926384905649676,T14_X10,6
22,36,44080.6484375,42270.52734375,-1,0.03926384905649676,T14_X10,7
57,62,46139.73046875,41796.26953125,-1,0.092337111191878,T14_X10,7
1,15,44080.6484375,42270.52734375,-1,0.03926384905649676,T14_X10,8
38,52,46368.5859375,39933.80859375,-1,0.13697450031414385,T14_X10,8
53,62,41816.87109375,42583.58203125,1,0.01653496666407912,T14_X10,8
17,31,46368.5859375,39933.80859375,-1,0.13697450031414385,T14_X10,9
32,46,41816.87109375,47147.19921875,1,0.1256683634997425,T14_X10,9
47,61,47771.27734375,51571.1015625,-1,-0.08134202671633475,T14_X10,9
1,15,43154.9453125,42952.609375,1,-0.006488592142448912,T14_X10,10
19,33,42992.25,51662.99609375,-1,-0.203481607586251,T14_X10,10
34,48,52122.546875,63167.37109375,-1,-0.21370108467334945,T14_X10,10
49,62,68330.4140625,68390.625,-1,-0.002681173315369151,T14_X10,10
5,19,47771.27734375,51571.1015625,-1,-0.08134202671633475,T14_X10,11
23,37,62504.7890625,73083.5,-1,-0.17104640649410238,T14_X10,11
38,52,71396.59375,70744.953125,-1,0.007327054818353992,T14_X10,11
59,62,68508.84375,69362.5546875,1,0.010661324564392463,T14_X10,11
2,16,62504.7890625,73083.5,-1,-0.17104640649410238,T14_X10,12
17,31,71396.59375,70744.953125,-1,0.007327054818353992,T14_X10,12
48,62,65738.7265625,63113.23046875,1,-0.04173834731881904,T14_X10,12
2,16,67913.671875,65980.8125,1,-0.030260534110974985,T14_X10,13
27,41,65738.7265625,63113.23046875,1,-0.04173834731881904,T14_X10,13
44,58,58254.01171875,66267.4921875,1,0.13576100622630136,T14_X10,13
59,62,65231.58203125,66278.3671875,-1,-0.017847213997485522,T14_X10,13
1,15,69139.015625,66407.2734375,-1,0.03771086319071382,T14_X10,14
23,37,58254.01171875,66267.4921875,1,0.13576100622630136,T14_X10,14
38,52,65231.58203125,68364.9921875,-1,-0.04983517036807265,T14_X10,14
