fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_train_-1,y_train_0,y_train_1,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
28,21,0.08,0.8464646464646465,0.8627730294396961,0.8497732426303855,0.8253968253968254,0.8627730294396961,740,486,862,26,27,10,30,22,11
29,21,0.08,0.7142857142857143,0.6915535444947208,0.7013888888888888,0.6825396825396826,0.6915535444947208,750,497,862,26,20,17,28,20,15
30,21,0.08,0.789010989010989,0.7682083997873471,0.772875816993464,0.8095238095238095,0.7682083997873471,762,506,862,33,11,19,35,13,15
31,21,0.08,0.6698606271777003,0.7034883720930232,0.6714285714285714,0.8095238095238095,0.7034883720930232,766,513,872,43,4,16,41,8,14
32,21,0.08,0.6881998277347114,0.7334401709401709,0.7035921068179132,0.8412698412698413,0.7334401709401709,776,517,879,48,2,13,43,2,18
33,21,0.08,0.9035087719298245,0.6666666666666666,0.695970695970696,0.8253968253968254,0.6666666666666666,795,517,881,32,4,27,24,1,38
34,21,0.08,0.7669753086419754,0.7546296296296297,0.7577068614220317,0.8095238095238095,0.7546296296296297,809,517,888,30,9,24,27,8,28
35,21,0.08,0.7791845835324097,0.7776334776334776,0.7663713547434479,0.7777777777777778,0.7776334776334776,824,519,892,22,21,20,26,14,23
36,21,0.08,0.8013675213675214,0.7964113181504486,0.7751683501683502,0.7936507936507936,0.7964113181504486,827,521,908,19,21,23,26,12,25
37,21,0.08,0.8813019079685747,0.8488562091503269,0.8503401360544217,0.873015873015873,0.8488562091503269,839,526,912,22,17,24,27,11,25
38,21,0.08,0.7575757575757575,0.9067180145485665,0.7593073593073593,0.873015873015873,0.9067180145485665,846,540,912,19,3,41,16,11,36
39,21,0.08,0.7333333333333334,0.9509909909909909,0.7519349719874349,0.9365079365079365,0.9509909909909909,846,542,931,25,1,37,22,5,36
40,21,0.08,0.7222222222222223,0.9465811965811967,0.7340786749482401,0.9206349206349206,0.9465811965811967,861,543,936,26,1,36,24,6,33
41,21,0.08,0.9131652661064426,0.861111111111111,0.8813405797101449,0.9206349206349206,0.861111111111111,865,543,953,30,9,24,34,7,22
42,21,0.08,0.8803716608594657,0.8368686868686869,0.8498692124423118,0.8888888888888888,0.8368686868686869,871,543,968,40,12,11,41,14,8
43,21,0.08,0.9357520786092214,0.8138528138528138,0.8635933806146573,0.9206349206349206,0.8138528138528138,887,544,972,45,11,7,49,9,5
44,21,0.08,0.7486740106079152,0.6079365079365079,0.5358226003387294,0.746031746031746,0.6079365079365079,895,552,977,50,7,6,43,19,1
45,21,0.08,0.7272190596668775,0.7407407407407408,0.7182940516273849,0.7619047619047619,0.7407407407407408,911,555,979,35,10,18,31,17,15
46,21,0.08,0.7555555555555555,0.730952380952381,0.7358411703239289,0.7619047619047619,0.730952380952381,932,555,979,28,15,20,30,18,15
47,21,0.08,0.7163978494623656,0.7216931216931216,0.7141067652747296,0.7301587301587301,0.7216931216931216,945,559,983,15,21,27,16,16,31
48,21,0.08,0.824002574002574,0.7875,0.7993265272125841,0.8412698412698413,0.7875,946,565,997,15,16,32,14,12,37
49,21,0.08,0.8115079365079364,0.8007507507507508,0.7876413319451294,0.8253968253968254,0.8007507507507508,960,570,999,6,20,37,8,13,42
50,21,0.08,0.8653549382716049,0.7274090227613467,0.7443351548269582,0.8095238095238095,0.7274090227613467,960,580,1010,23,11,29,27,4,32
51,21,0.08,0.8652777777777777,0.7333333333333334,0.7705738705738705,0.873015873015873,0.7333333333333334,961,581,1029,43,10,10,48,5,10
52,21,0.08,0.9861111111111112,0.9487179487179488,0.9651300236406618,0.9682539682539683,0.9487179487179488,966,590,1036,46,13,4,48,11,4
53,21,0.08,0.7761904761904762,0.9166666666666666,0.8100198412698413,0.873015873015873,0.9166666666666666,983,591,1039,29,32,2,35,24,4
54,21,0.08,0.7854406130268199,0.9186991869918698,0.8258125472411187,0.8412698412698413,0.9186991869918698,1004,591,1039,20,41,2,29,31,3
55,21,0.08,0.5492530345471521,0.7760942760942761,0.5873754152823919,0.7142857142857143,0.7760942760942761,1012,603,1040,18,44,1,17,42,4
56,21,0.08,0.86002886002886,0.7891640866873065,0.796301097571515,0.8095238095238095,0.7891640866873065,1012,623,1041,19,34,10,10,42,11
57,21,0.08,0.9036281179138322,0.7167869167869169,0.7429677596190084,0.873015873015873,0.7167869167869169,1024,632,1041,7,45,11,2,49,12
58,21,0.08,0.9119241192411924,0.8876678876678876,0.8891414141414141,0.9047619047619048,0.8876678876678876,1030,647,1041,10,39,14,12,41,10
59,21,0.08,0.8352272727272728,0.888888888888889,0.8572755417956657,0.8571428571428571,0.888888888888889,1031,657,1051,9,36,18,11,32,20
60,21,0.08,0.8316498316498316,0.8500853794971442,0.8371484266221109,0.8412698412698413,0.8500853794971442,1031,677,1052,9,17,37,9,21,33
